Coord1,Coord2,Coord3,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Weight,Ground Handling,Water Handling,242,Baby Peach,Landship,Slim,Wario Wing,4.0,13.0,9.0,12.0,14.0,5.0,7.0,5.0,6.0,19.0,20.0,15.0,18.0
Weight,Ground Handling,Water Handling,250,Baby Peach,Pipe Frame,Slim,Wario Wing,5.0,13.0,12.0,10.0,14.0,5.0,5.0,6.0,5.0,20.0,19.0,17.0,17.0
Weight,Ground Handling,Water Handling,251,Baby Peach,Tanooki Kart,Slim,Wario Wing,7.0,9.0,13.0,13.0,11.0,6.0,6.0,8.0,7.0,19.0,19.0,16.0,18.0
Weight,Ground Handling,Water Handling,218,Baby Peach,Steel Driver,Slim,Wario Wing,8.0,8.0,10.0,9.0,10.0,8.0,7.0,7.0,4.0,16.0,20.0,14.0,16.0
Weight,Ground Handling,Water Handling,228,Baby Peach,Tanooki Kart,Metal,Wario Wing,9.0,7.0,10.0,14.0,9.0,7.0,7.0,5.0,7.0,17.0,17.0,14.0,14.0
Weight,Ground Handling,Water Handling,227,Koopa Troopa,Tanooki Kart,Slim,Wario Wing,9.0,9.0,11.0,13.0,10.0,8.0,8.0,10.0,9.0,17.0,17.0,14.0,16.0
Weight,Ground Handling,Water Handling,226,Toad,Tanooki Kart,Slim,Wario Wing,10.0,9.0,13.0,12.0,9.0,9.0,9.0,11.0,10.0,16.0,16.0,13.0,15.0
Weight,Ground Handling,Water Handling,137,Baby Peach,Steel Driver,Metal,Wario Wing,10.0,6.0,7.0,10.0,8.0,9.0,8.0,4.0,4.0,14.0,18.0,12.0,12.0
Weight,Ground Handling,Water Handling,134,Koopa Troopa,Steel Driver,Slim,Wario Wing,10.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,6.0,14.0,18.0,12.0,14.0
Weight,Ground Handling,Water Handling,179,Koopa Troopa,Tanooki Kart,Metal,Wario Wing,11.0,7.0,8.0,14.0,8.0,9.0,9.0,7.0,9.0,15.0,15.0,12.0,12.0
Weight,Ground Handling,Water Handling,81,Toad,Steel Driver,Slim,Wario Wing,11.0,8.0,10.0,8.0,8.0,11.0,10.0,10.0,7.0,13.0,17.0,11.0,13.0
Weight,Ground Handling,Water Handling,29,Koopa Troopa,Steel Driver,Metal,Wario Wing,12.0,6.0,5.0,10.0,7.0,11.0,10.0,6.0,6.0,12.0,16.0,10.0,10.0
Weight,Ground Handling,Water Handling,196,Luigi,Tanooki Kart,Slim,Wario Wing,13.0,7.0,15.0,9.0,8.0,12.0,12.0,14.0,13.0,14.0,14.0,11.0,13.0
Weight,Ground Handling,Water Handling,151,Luigi,Steel Driver,Slim,Wario Wing,14.0,6.0,12.0,5.0,7.0,14.0,13.0,13.0,10.0,11.0,15.0,9.0,11.0
Weight,Ground Handling,Water Handling,190,Metal Mario,Landship,Slim,Wario Wing,14.0,10.0,14.0,8.0,10.0,13.0,15.0,13.0,14.0,12.0,13.0,8.0,11.0
Weight,Ground Handling,Water Handling,233,Metal Mario,Pipe Frame,Slim,Wario Wing,15.0,10.0,17.0,6.0,10.0,13.0,13.0,14.0,13.0,13.0,12.0,10.0,10.0
Weight,Ground Handling,Water Handling,235,Metal Mario,Tanooki Kart,Slim,Wario Wing,17.0,6.0,18.0,9.0,7.0,14.0,14.0,16.0,15.0,12.0,12.0,9.0,11.0
Weight,Ground Handling,Water Handling,230,Metal Mario,Steel Driver,Slim,Wario Wing,18.0,5.0,15.0,5.0,6.0,16.0,15.0,15.0,12.0,9.0,13.0,7.0,9.0
Weight,Ground Handling,Water Handling,236,Metal Mario,Tanooki Kart,Metal,Wario Wing,19.0,4.0,15.0,10.0,5.0,15.0,15.0,13.0,15.0,10.0,10.0,7.0,7.0
Weight,Ground Handling,Water Handling,234,Metal Mario,Steel Driver,Metal,Wario Wing,20.0,3.0,12.0,6.0,4.0,17.0,16.0,12.0,12.0,7.0,11.0,5.0,5.0
Weight,Ground Handling,Anti-gravity Handling,529,Baby Peach,Biddybuggy,Roller,Super Glider,1.0,18.0,5.0,14.0,19.0,1.0,5.0,2.0,6.0,20.0,18.0,20.0,19.0
Weight,Ground Handling,Anti-gravity Handling,533,Baby Peach,Biddybuggy,Slim,Super Glider,3.0,14.0,9.0,11.0,15.0,4.0,4.0,6.0,5.0,20.0,18.0,19.0,19.0
Weight,Ground Handling,Anti-gravity Handling,537,Baby Peach,Biddybuggy,Slim,Wario Wing,4.0,14.0,10.0,10.0,15.0,4.0,3.0,7.0,5.0,20.0,19.0,18.0,19.0
Weight,Ground Handling,Anti-gravity Handling,535,Baby Peach,Pipe Frame,Slim,Super Glider,4.0,13.0,11.0,11.0,14.0,5.0,6.0,5.0,5.0,20.0,18.0,18.0,17.0
Weight,Ground Handling,Anti-gravity Handling,363,Baby Peach,Mach 8,Roller,Super Glider,4.0,14.0,6.0,14.0,16.0,4.0,7.0,5.0,9.0,17.0,16.0,19.0,17.0
Weight,Ground Handling,Anti-gravity Handling,538,Baby Peach,Pipe Frame,Slim,Wario Wing,5.0,13.0,12.0,10.0,14.0,5.0,5.0,6.0,5.0,20.0,19.0,17.0,17.0
Weight,Ground Handling,Anti-gravity Handling,423,Baby Peach,Mach 8,Slim,Super Glider,6.0,10.0,10.0,11.0,12.0,7.0,6.0,9.0,8.0,17.0,16.0,18.0,17.0
Weight,Ground Handling,Anti-gravity Handling,540,Baby Peach,Tanooki Kart,Slim,Super Glider,6.0,9.0,12.0,14.0,11.0,6.0,7.0,7.0,7.0,19.0,18.0,17.0,18.0
Weight,Ground Handling,Anti-gravity Handling,457,Baby Peach,Mach 8,Slim,Wario Wing,7.0,10.0,11.0,10.0,12.0,7.0,5.0,10.0,8.0,17.0,17.0,17.0,17.0
Weight,Ground Handling,Anti-gravity Handling,542,Baby Peach,Tanooki Kart,Slim,Wario Wing,7.0,9.0,13.0,13.0,11.0,6.0,6.0,8.0,7.0,19.0,19.0,16.0,18.0
Weight,Ground Handling,Anti-gravity Handling,267,Baby Peach,Mach 8,Slick,Wario Wing,8.0,9.0,11.0,9.0,10.0,8.0,3.0,10.0,6.0,15.0,13.0,16.0,14.0
Weight,Ground Handling,Anti-gravity Handling,474,Baby Peach,Tanooki Kart,Metal,Super Glider,8.0,7.0,9.0,15.0,9.0,7.0,8.0,4.0,7.0,17.0,16.0,15.0,14.0
Weight,Ground Handling,Anti-gravity Handling,473,Baby Peach,Tanooki Kart,Slick,Wario Wing,8.0,8.0,13.0,12.0,9.0,7.0,4.0,8.0,5.0,17.0,15.0,15.0,15.0
Weight,Ground Handling,Anti-gravity Handling,469,Koopa Troopa,Tanooki Kart,Slim,Super Glider,8.0,9.0,10.0,14.0,10.0,8.0,9.0,9.0,9.0,17.0,16.0,15.0,16.0
Weight,Ground Handling,Anti-gravity Handling,247,Koopa Troopa,Mach 8,Slim,Super Glider,8.0,10.0,8.0,11.0,11.0,9.0,8.0,11.0,10.0,15.0,14.0,16.0,15.0
Weight,Ground Handling,Anti-gravity Handling,268,Baby Peach,Mach 8,Metal,Super Glider,8.0,8.0,7.0,12.0,10.0,8.0,7.0,6.0,8.0,15.0,14.0,16.0,13.0
Weight,Ground Handling,Anti-gravity Handling,478,Baby Peach,Tanooki Kart,Metal,Wario Wing,9.0,7.0,10.0,14.0,9.0,7.0,7.0,5.0,7.0,17.0,17.0,14.0,14.0
Weight,Ground Handling,Anti-gravity Handling,477,Koopa Troopa,Tanooki Kart,Slim,Wario Wing,9.0,9.0,11.0,13.0,10.0,8.0,8.0,10.0,9.0,17.0,17.0,14.0,16.0
Weight,Ground Handling,Anti-gravity Handling,317,Baby Peach,Mach 8,Metal,Wario Wing,9.0,8.0,8.0,11.0,10.0,8.0,6.0,7.0,8.0,15.0,15.0,15.0,13.0
Weight,Ground Handling,Anti-gravity Handling,305,Koopa Troopa,Mach 8,Slim,Wario Wing,9.0,10.0,9.0,10.0,11.0,9.0,7.0,12.0,10.0,15.0,15.0,15.0,15.0
Weight,Ground Handling,Anti-gravity Handling,476,Toad,Tanooki Kart,Slim,Wario Wing,10.0,9.0,13.0,12.0,9.0,9.0,9.0,11.0,10.0,16.0,16.0,13.0,15.0
Weight,Ground Handling,Anti-gravity Handling,181,Toad,Mach 8,Slim,Wario Wing,10.0,10.0,11.0,9.0,10.0,10.0,8.0,13.0,11.0,14.0,14.0,14.0,14.0
Weight,Ground Handling,Anti-gravity Handling,326,Koopa Troopa,Tanooki Kart,Metal,Wario Wing,11.0,7.0,8.0,14.0,8.0,9.0,9.0,7.0,9.0,15.0,15.0,12.0,12.0
Weight,Ground Handling,Anti-gravity Handling,325,Luigi,Pipe Frame,Slim,Wario Wing,11.0,11.0,14.0,6.0,11.0,11.0,11.0,12.0,11.0,15.0,14.0,12.0,12.0
Weight,Ground Handling,Anti-gravity Handling,144,Koopa Troopa,Mach 8,Metal,Wario Wing,11.0,8.0,6.0,11.0,9.0,10.0,8.0,9.0,10.0,13.0,13.0,13.0,11.0
Weight,Ground Handling,Anti-gravity Handling,150,Metal Mario,Biddybuggy,Roller,Super Glider,11.0,15.0,10.0,10.0,15.0,9.0,13.0,10.0,14.0,13.0,11.0,13.0,12.0
Weight,Ground Handling,Anti-gravity Handling,328,Luigi,Tanooki Kart,Slim,Super Glider,12.0,7.0,14.0,10.0,8.0,12.0,13.0,13.0,13.0,14.0,13.0,12.0,13.0
Weight,Ground Handling,Anti-gravity Handling,11,Luigi,Mach 8,Slim,Super Glider,12.0,8.0,12.0,7.0,9.0,13.0,12.0,15.0,14.0,12.0,11.0,13.0,12.0
Weight,Ground Handling,Anti-gravity Handling,332,Luigi,Tanooki Kart,Slim,Wario Wing,13.0,7.0,15.0,9.0,8.0,12.0,12.0,14.0,13.0,14.0,14.0,11.0,13.0
Weight,Ground Handling,Anti-gravity Handling,211,Metal Mario,Biddybuggy,Slim,Super Glider,13.0,11.0,14.0,7.0,11.0,12.0,12.0,14.0,13.0,13.0,11.0,12.0,12.0
Weight,Ground Handling,Anti-gravity Handling,506,Metal Mario,Biddybuggy,Slim,Wario Wing,14.0,11.0,15.0,6.0,11.0,12.0,11.0,15.0,13.0,13.0,12.0,11.0,12.0
Weight,Ground Handling,Anti-gravity Handling,97,Metal Mario,Mach 8,Roller,Super Glider,14.0,11.0,11.0,10.0,12.0,12.0,15.0,13.0,17.0,10.0,9.0,12.0,10.0
Weight,Ground Handling,Anti-gravity Handling,504,Metal Mario,Pipe Frame,Slim,Super Glider,14.0,10.0,16.0,7.0,10.0,13.0,14.0,13.0,13.0,13.0,11.0,11.0,10.0
Weight,Ground Handling,Anti-gravity Handling,507,Metal Mario,Pipe Frame,Slim,Wario Wing,15.0,10.0,17.0,6.0,10.0,13.0,13.0,14.0,13.0,13.0,12.0,10.0,10.0
Weight,Ground Handling,Anti-gravity Handling,483,Metal Mario,Mach 8,Slim,Super Glider,16.0,7.0,15.0,7.0,8.0,15.0,14.0,17.0,16.0,10.0,9.0,11.0,10.0
Weight,Ground Handling,Anti-gravity Handling,520,Metal Mario,Tanooki Kart,Slim,Super Glider,16.0,6.0,17.0,10.0,7.0,14.0,15.0,15.0,15.0,12.0,11.0,10.0,11.0
Weight,Ground Handling,Anti-gravity Handling,526,Metal Mario,Tanooki Kart,Slim,Wario Wing,17.0,6.0,18.0,9.0,7.0,14.0,14.0,16.0,15.0,12.0,12.0,9.0,11.0
Weight,Ground Handling,Anti-gravity Handling,508,Metal Mario,Mach 8,Slim,Wario Wing,17.0,7.0,16.0,6.0,8.0,15.0,13.0,18.0,16.0,10.0,10.0,10.0,10.0
Weight,Ground Handling,Anti-gravity Handling,523,Metal Mario,Tanooki Kart,Slick,Wario Wing,18.0,5.0,18.0,8.0,5.0,15.0,12.0,16.0,13.0,10.0,8.0,8.0,8.0
Weight,Ground Handling,Anti-gravity Handling,497,Metal Mario,Mach 8,Metal,Super Glider,18.0,5.0,12.0,8.0,6.0,16.0,15.0,14.0,16.0,8.0,7.0,9.0,6.0
Weight,Ground Handling,Anti-gravity Handling,496,Metal Mario,Mach 8,Slick,Wario Wing,18.0,6.0,16.0,5.0,6.0,16.0,11.0,18.0,14.0,8.0,6.0,9.0,7.0
Weight,Ground Handling,Anti-gravity Handling,524,Metal Mario,Tanooki Kart,Metal,Super Glider,18.0,4.0,14.0,11.0,5.0,15.0,16.0,12.0,15.0,10.0,9.0,8.0,7.0
Weight,Ground Handling,Anti-gravity Handling,527,Metal Mario,Tanooki Kart,Metal,Wario Wing,19.0,4.0,15.0,10.0,5.0,15.0,15.0,13.0,15.0,10.0,10.0,7.0,7.0
Weight,Ground Handling,Anti-gravity Handling,516,Metal Mario,Mach 8,Metal,Wario Wing,19.0,5.0,13.0,7.0,6.0,16.0,14.0,15.0,16.0,8.0,8.0,8.0,6.0
Weight,Ground Handling,Anti-gravity Handling,518,Metal Mario,Steel Driver,Metal,Wario Wing,20.0,3.0,12.0,6.0,4.0,17.0,16.0,12.0,12.0,7.0,11.0,5.0,5.0
Weight,Ground Handling,Air Handling,74,Baby Peach,Biddybuggy,Slim,Peach Parasol,3.0,15.0,10.0,10.0,16.0,3.0,3.0,7.0,4.0,20.0,19.0,18.0,20.0
Weight,Ground Handling,Air Handling,77,Baby Peach,Biddybuggy,Slim,Wario Wing,4.0,14.0,10.0,10.0,15.0,4.0,3.0,7.0,5.0,20.0,19.0,18.0,19.0
Weight,Ground Handling,Air Handling,78,Baby Peach,Pipe Frame,Slim,Wario Wing,5.0,13.0,12.0,10.0,14.0,5.0,5.0,6.0,5.0,20.0,19.0,17.0,17.0
Weight,Ground Handling,Air Handling,66,Baby Peach,Cat Cruiser,Slim,Peach Parasol,5.0,13.0,13.0,9.0,14.0,5.0,4.0,8.0,7.0,19.0,17.0,16.0,20.0
Weight,Ground Handling,Air Handling,79,Baby Peach,Cat Cruiser,Slim,Wario Wing,6.0,12.0,13.0,9.0,13.0,6.0,4.0,8.0,8.0,19.0,17.0,16.0,19.0
Weight,Ground Handling,Air Handling,81,Baby Peach,Tanooki Kart,Slim,Peach Parasol,6.0,10.0,13.0,13.0,12.0,5.0,6.0,8.0,6.0,19.0,19.0,16.0,19.0
Weight,Ground Handling,Air Handling,82,Baby Peach,Tanooki Kart,Slim,Wario Wing,7.0,9.0,13.0,13.0,11.0,6.0,6.0,8.0,7.0,19.0,19.0,16.0,18.0
Weight,Ground Handling,Air Handling,32,Koopa Troopa,Cat Cruiser,Slim,Wario Wing,8.0,12.0,11.0,9.0,12.0,8.0,6.0,10.0,10.0,17.0,15.0,14.0,17.0
Weight,Ground Handling,Air Handling,34,Koopa Troopa,Tanooki Kart,Slim,Peach Parasol,8.0,10.0,11.0,13.0,11.0,7.0,8.0,10.0,8.0,17.0,17.0,14.0,17.0
Weight,Ground Handling,Air Handling,41,Koopa Troopa,Tanooki Kart,Slim,Wario Wing,9.0,9.0,11.0,13.0,10.0,8.0,8.0,10.0,9.0,17.0,17.0,14.0,16.0
Weight,Ground Handling,Air Handling,40,Toad,Tanooki Kart,Slim,Wario Wing,10.0,9.0,13.0,12.0,9.0,9.0,9.0,11.0,10.0,16.0,16.0,13.0,15.0
Weight,Ground Handling,Air Handling,3,Luigi,Cat Cruiser,Slim,Peach Parasol,11.0,11.0,15.0,5.0,11.0,11.0,10.0,14.0,13.0,14.0,12.0,11.0,15.0
Weight,Ground Handling,Air Handling,16,Luigi,Pipe Frame,Slim,Wario Wing,11.0,11.0,14.0,6.0,11.0,11.0,11.0,12.0,11.0,15.0,14.0,12.0,12.0
Weight,Ground Handling,Air Handling,17,Koopa Troopa,Tanooki Kart,Metal,Wario Wing,11.0,7.0,8.0,14.0,8.0,9.0,9.0,7.0,9.0,15.0,15.0,12.0,12.0
Weight,Ground Handling,Air Handling,18,Luigi,Cat Cruiser,Slim,Wario Wing,12.0,10.0,15.0,5.0,10.0,12.0,10.0,14.0,14.0,14.0,12.0,11.0,14.0
Weight,Ground Handling,Air Handling,20,Luigi,Tanooki Kart,Slim,Peach Parasol,12.0,8.0,15.0,9.0,9.0,11.0,12.0,14.0,12.0,14.0,14.0,11.0,14.0
Weight,Ground Handling,Air Handling,23,Luigi,Tanooki Kart,Slim,Wario Wing,13.0,7.0,15.0,9.0,8.0,12.0,12.0,14.0,13.0,14.0,14.0,11.0,13.0
Weight,Ground Handling,Air Handling,49,Metal Mario,Biddybuggy,Slim,Wario Wing,14.0,11.0,15.0,6.0,11.0,12.0,11.0,15.0,13.0,13.0,12.0,11.0,12.0
Weight,Ground Handling,Air Handling,50,Metal Mario,Pipe Frame,Slim,Wario Wing,15.0,10.0,17.0,6.0,10.0,13.0,13.0,14.0,13.0,13.0,12.0,10.0,10.0
Weight,Ground Handling,Air Handling,27,Metal Mario,Cat Cruiser,Slim,Peach Parasol,15.0,10.0,18.0,5.0,10.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0
Weight,Ground Handling,Air Handling,55,Metal Mario,Cat Cruiser,Slim,Wario Wing,16.0,9.0,18.0,5.0,9.0,14.0,12.0,16.0,16.0,12.0,10.0,9.0,12.0
Weight,Ground Handling,Air Handling,57,Metal Mario,Tanooki Kart,Slim,Peach Parasol,16.0,7.0,18.0,9.0,8.0,13.0,14.0,16.0,14.0,12.0,12.0,9.0,12.0
Weight,Ground Handling,Air Handling,62,Metal Mario,Tanooki Kart,Slim,Wario Wing,17.0,6.0,18.0,9.0,7.0,14.0,14.0,16.0,15.0,12.0,12.0,9.0,11.0
Weight,Ground Handling,Air Handling,46,Metal Mario,Tanooki Kart,Off-Road,Wario Wing,18.0,7.0,17.0,14.0,6.0,14.0,16.0,14.0,14.0,9.0,9.0,8.0,9.0
Weight,Ground Handling,Air Handling,59,Metal Mario,Tanooki Kart,Slick,Wario Wing,18.0,5.0,18.0,8.0,5.0,15.0,12.0,16.0,13.0,10.0,8.0,8.0,8.0
Weight,Ground Handling,Air Handling,61,Metal Mario,Tanooki Kart,Metal,Peach Parasol,18.0,5.0,15.0,10.0,6.0,14.0,15.0,13.0,14.0,10.0,10.0,7.0,8.0
Weight,Ground Handling,Air Handling,44,Metal Mario,Steel Driver,Slim,Wario Wing,18.0,5.0,15.0,5.0,6.0,16.0,15.0,15.0,12.0,9.0,13.0,7.0,9.0
Weight,Ground Handling,Air Handling,58,Metal Mario,Cat Cruiser,Metal,Wario Wing,18.0,7.0,15.0,6.0,7.0,15.0,13.0,13.0,16.0,10.0,8.0,7.0,8.0
Weight,Ground Handling,Air Handling,63,Metal Mario,Tanooki Kart,Metal,Wario Wing,19.0,4.0,15.0,10.0,5.0,15.0,15.0,13.0,15.0,10.0,10.0,7.0,7.0
Weight,Ground Handling,Air Handling,52,Metal Mario,Tanooki Kart,Monster,Wario Wing,19.0,6.0,17.0,15.0,7.0,13.0,14.0,14.0,14.0,8.0,9.0,6.0,8.0
Weight,Ground Handling,Air Handling,54,Metal Mario,Steel Driver,Metal,Wario Wing,20.0,3.0,12.0,6.0,4.0,17.0,16.0,12.0,12.0,7.0,11.0,5.0,5.0
Weight,Ground Handling,Air Handling,53,Metal Mario,Steel Driver,Monster,Wario Wing,20.0,5.0,14.0,11.0,6.0,15.0,15.0,13.0,11.0,5.0,10.0,4.0,6.0
Weight,Water Handling,Anti-gravity Handling,711,Baby Peach,Biddybuggy,Roller,Super Glider,1.0,18.0,5.0,14.0,19.0,1.0,5.0,2.0,6.0,20.0,18.0,20.0,19.0
Weight,Water Handling,Anti-gravity Handling,740,Baby Peach,Landship,Roller,Wario Wing,2.0,17.0,5.0,15.0,18.0,2.0,8.0,1.0,7.0,19.0,20.0,16.0,18.0
Weight,Water Handling,Anti-gravity Handling,719,Baby Peach,Biddybuggy,Roller,Wario Wing,2.0,18.0,6.0,13.0,19.0,1.0,4.0,3.0,6.0,20.0,19.0,19.0,19.0
Weight,Water Handling,Anti-gravity Handling,650,Baby Peach,Biddybuggy,Slim,Super Glider,3.0,14.0,9.0,11.0,15.0,4.0,4.0,6.0,5.0,20.0,18.0,19.0,19.0
Weight,Water Handling,Anti-gravity Handling,570,Baby Peach,Mach 8,Roller,Super Glider,4.0,14.0,6.0,14.0,16.0,4.0,7.0,5.0,9.0,17.0,16.0,19.0,17.0
Weight,Water Handling,Anti-gravity Handling,730,Baby Peach,Biddybuggy,Slim,Wario Wing,4.0,14.0,10.0,10.0,15.0,4.0,3.0,7.0,5.0,20.0,19.0,18.0,19.0
Weight,Water Handling,Anti-gravity Handling,610,Baby Peach,Mach 8,Roller,Wario Wing,5.0,14.0,7.0,13.0,16.0,4.0,6.0,6.0,9.0,17.0,17.0,18.0,17.0
Weight,Water Handling,Anti-gravity Handling,726,Baby Peach,Tanooki Kart,Roller,Wario Wing,5.0,13.0,9.0,16.0,15.0,3.0,7.0,4.0,8.0,19.0,19.0,17.0,18.0
Weight,Water Handling,Anti-gravity Handling,723,Baby Peach,Pipe Frame,Slim,Wario Wing,5.0,13.0,12.0,10.0,14.0,5.0,5.0,6.0,5.0,20.0,19.0,17.0,17.0
Weight,Water Handling,Anti-gravity Handling,479,Baby Peach,Mach 8,Slim,Super Glider,6.0,10.0,10.0,11.0,12.0,7.0,6.0,9.0,8.0,17.0,16.0,18.0,17.0
Weight,Water Handling,Anti-gravity Handling,738,Baby Peach,Steel Driver,Roller,Wario Wing,6.0,12.0,6.0,12.0,14.0,5.0,8.0,3.0,5.0,16.0,20.0,15.0,16.0
Weight,Water Handling,Anti-gravity Handling,664,Baby Peach,Tanooki Kart,Slim,Super Glider,6.0,9.0,12.0,14.0,11.0,6.0,7.0,7.0,7.0,19.0,18.0,17.0,18.0
Weight,Water Handling,Anti-gravity Handling,637,Baby Peach,Mach 8,Slim,Wario Wing,7.0,10.0,11.0,10.0,12.0,7.0,5.0,10.0,8.0,17.0,17.0,17.0,17.0
Weight,Water Handling,Anti-gravity Handling,736,Baby Peach,Tanooki Kart,Slim,Wario Wing,7.0,9.0,13.0,13.0,11.0,6.0,6.0,8.0,7.0,19.0,19.0,16.0,18.0
Weight,Water Handling,Anti-gravity Handling,510,Koopa Troopa,Tanooki Kart,Slim,Super Glider,8.0,9.0,10.0,14.0,10.0,8.0,9.0,9.0,9.0,17.0,16.0,15.0,16.0
Weight,Water Handling,Anti-gravity Handling,313,Baby Peach,Mach 8,Metal,Super Glider,8.0,8.0,7.0,12.0,10.0,8.0,7.0,6.0,8.0,15.0,14.0,16.0,13.0
Weight,Water Handling,Anti-gravity Handling,314,Baby Peach,Mach 8,Off-Road,Wario Wing,8.0,11.0,10.0,15.0,11.0,7.0,7.0,8.0,7.0,14.0,14.0,16.0,15.0
Weight,Water Handling,Anti-gravity Handling,739,Baby Peach,Steel Driver,Slim,Wario Wing,8.0,8.0,10.0,9.0,10.0,8.0,7.0,7.0,4.0,16.0,20.0,14.0,16.0
Weight,Water Handling,Anti-gravity Handling,519,Baby Peach,Tanooki Kart,Off-Road,Wario Wing,8.0,10.0,12.0,18.0,10.0,6.0,8.0,6.0,6.0,16.0,16.0,15.0,16.0
Weight,Water Handling,Anti-gravity Handling,518,Baby Peach,Tanooki Kart,Metal,Super Glider,8.0,7.0,9.0,15.0,9.0,7.0,8.0,4.0,7.0,17.0,16.0,15.0,14.0
Weight,Water Handling,Anti-gravity Handling,291,Koopa Troopa,Mach 8,Slim,Super Glider,8.0,10.0,8.0,11.0,11.0,9.0,8.0,11.0,10.0,15.0,14.0,16.0,15.0
Weight,Water Handling,Anti-gravity Handling,535,Koopa Troopa,Tanooki Kart,Slim,Wario Wing,9.0,9.0,11.0,13.0,10.0,8.0,8.0,10.0,9.0,17.0,17.0,14.0,16.0
Weight,Water Handling,Anti-gravity Handling,540,Baby Peach,Tanooki Kart,Metal,Wario Wing,9.0,7.0,10.0,14.0,9.0,7.0,7.0,5.0,7.0,17.0,17.0,14.0,14.0
Weight,Water Handling,Anti-gravity Handling,436,Koopa Troopa,Mach 8,Slim,Wario Wing,9.0,10.0,9.0,10.0,11.0,9.0,7.0,12.0,10.0,15.0,15.0,15.0,15.0
Weight,Water Handling,Anti-gravity Handling,441,Baby Peach,Mach 8,Metal,Wario Wing,9.0,8.0,8.0,11.0,10.0,8.0,6.0,7.0,8.0,15.0,15.0,15.0,13.0
Weight,Water Handling,Anti-gravity Handling,526,Toad,Tanooki Kart,Slim,Wario Wing,10.0,9.0,13.0,12.0,9.0,9.0,9.0,11.0,10.0,16.0,16.0,13.0,15.0
Weight,Water Handling,Anti-gravity Handling,347,Toad,Mach 8,Slim,Wario Wing,10.0,10.0,11.0,9.0,10.0,10.0,8.0,13.0,11.0,14.0,14.0,14.0,14.0
Weight,Water Handling,Anti-gravity Handling,641,Koopa Troopa,Steel Driver,Slim,Wario Wing,10.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,6.0,14.0,18.0,12.0,14.0
Weight,Water Handling,Anti-gravity Handling,642,Baby Peach,Steel Driver,Metal,Wario Wing,10.0,6.0,7.0,10.0,8.0,9.0,8.0,4.0,4.0,14.0,18.0,12.0,12.0
Weight,Water Handling,Anti-gravity Handling,157,Koopa Troopa,Mach 8,Metal,Wario Wing,11.0,8.0,6.0,11.0,9.0,10.0,8.0,9.0,10.0,13.0,13.0,13.0,11.0
Weight,Water Handling,Anti-gravity Handling,542,Toad,Steel Driver,Slim,Wario Wing,11.0,8.0,10.0,8.0,8.0,11.0,10.0,10.0,7.0,13.0,17.0,11.0,13.0
Weight,Water Handling,Anti-gravity Handling,375,Koopa Troopa,Tanooki Kart,Metal,Wario Wing,11.0,7.0,8.0,14.0,8.0,9.0,9.0,7.0,9.0,15.0,15.0,12.0,12.0
Weight,Water Handling,Anti-gravity Handling,225,Luigi,Tanooki Kart,Slim,Super Glider,12.0,7.0,14.0,10.0,8.0,12.0,13.0,13.0,13.0,14.0,13.0,12.0,13.0
Weight,Water Handling,Anti-gravity Handling,643,Koopa Troopa,Steel Driver,Metal,Wario Wing,12.0,6.0,5.0,10.0,7.0,11.0,10.0,6.0,6.0,12.0,16.0,10.0,10.0
Weight,Water Handling,Anti-gravity Handling,14,Luigi,Mach 8,Slim,Super Glider,12.0,8.0,12.0,7.0,9.0,13.0,12.0,15.0,14.0,12.0,11.0,13.0,12.0
Weight,Water Handling,Anti-gravity Handling,170,Luigi,Mach 8,Slim,Wario Wing,13.0,8.0,13.0,6.0,9.0,13.0,11.0,16.0,14.0,12.0,12.0,12.0,12.0
Weight,Water Handling,Anti-gravity Handling,240,Luigi,Tanooki Kart,Slim,Wario Wing,13.0,7.0,15.0,9.0,8.0,12.0,12.0,14.0,13.0,14.0,14.0,11.0,13.0
Weight,Water Handling,Anti-gravity Handling,117,Metal Mario,Mach 8,Roller,Super Glider,14.0,11.0,11.0,10.0,12.0,12.0,15.0,13.0,17.0,10.0,9.0,12.0,10.0
Weight,Water Handling,Anti-gravity Handling,390,Metal Mario,Biddybuggy,Slim,Wario Wing,14.0,11.0,15.0,6.0,11.0,12.0,11.0,15.0,13.0,13.0,12.0,11.0,12.0
Weight,Water Handling,Anti-gravity Handling,379,Luigi,Steel Driver,Slim,Wario Wing,14.0,6.0,12.0,5.0,7.0,14.0,13.0,13.0,10.0,11.0,15.0,9.0,11.0
Weight,Water Handling,Anti-gravity Handling,254,Metal Mario,Tanooki Kart,Roller,Wario Wing,15.0,10.0,14.0,12.0,11.0,11.0,15.0,12.0,16.0,12.0,12.0,10.0,11.0
Weight,Water Handling,Anti-gravity Handling,251,Metal Mario,Pipe Frame,Slim,Wario Wing,15.0,10.0,17.0,6.0,10.0,13.0,13.0,14.0,13.0,13.0,12.0,10.0,10.0
