Coord1,Coord2,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
On-road Traction,Anti-gravity Handling,5132,Rosalina,Cat Cruiser,Slim,Super Glider,12.0,9.0,18.0,8.0,12.0,14.0,13.0,15.0,16.0,12.0,9.0,10.0,12.0
On-road Traction,Anti-gravity Handling,5126,Rosalina,Pipe Frame,Slim,Wario Wing,12.0,10.0,18.0,8.0,12.0,13.0,13.0,14.0,13.0,13.0,12.0,10.0,10.0
On-road Traction,Anti-gravity Handling,5109,Donkey Kong,Standard Bike,Slim,Cloud Glider,11.0,10.0,18.0,7.0,11.0,14.0,14.0,18.0,15.0,11.0,9.0,10.0,11.0
On-road Traction,Anti-gravity Handling,5108,Donkey Kong,Standard Bike,Slim,Super Glider,12.0,9.0,18.0,7.0,10.0,15.0,14.0,17.0,16.0,11.0,9.0,10.0,10.0
On-road Traction,Anti-gravity Handling,5077,Donkey Kong,Pipe Frame,Slim,Cloud Glider,11.0,11.0,18.0,6.0,12.0,13.0,15.0,15.0,13.0,12.0,10.0,10.0,10.0
On-road Traction,Anti-gravity Handling,5076,Donkey Kong,Pipe Frame,Slim,Super Glider,12.0,10.0,18.0,6.0,11.0,14.0,15.0,14.0,14.0,12.0,10.0,10.0,9.0
On-road Traction,Anti-gravity Handling,5127,Rosalina,Pipe Frame,Slim,Peach Parasol,11.0,11.0,18.0,8.0,13.0,12.0,13.0,14.0,12.0,13.0,12.0,10.0,11.0
On-road Traction,Anti-gravity Handling,5199,Rosalina,Tanooki Kart,Slim,Peach Parasol,13.0,7.0,19.0,11.0,11.0,13.0,14.0,16.0,14.0,12.0,12.0,9.0,12.0
On-road Traction,Anti-gravity Handling,5198,Rosalina,Tanooki Kart,Slim,Wario Wing,14.0,6.0,19.0,11.0,10.0,14.0,14.0,16.0,15.0,12.0,12.0,9.0,11.0
On-road Traction,Anti-gravity Handling,5195,Rosalina,Cat Cruiser,Slim,Peach Parasol,12.0,10.0,19.0,7.0,13.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0
On-road Traction,Anti-gravity Handling,5194,Rosalina,Cat Cruiser,Slim,Wario Wing,13.0,9.0,19.0,7.0,12.0,14.0,12.0,16.0,16.0,12.0,10.0,9.0,12.0
On-road Traction,Anti-gravity Handling,5189,Donkey Kong,Tanooki Kart,Slim,Cloud Glider,13.0,7.0,19.0,9.0,10.0,14.0,16.0,17.0,15.0,11.0,10.0,9.0,11.0
On-road Traction,Anti-gravity Handling,5188,Donkey Kong,Tanooki Kart,Slim,Super Glider,14.0,6.0,19.0,9.0,9.0,15.0,16.0,16.0,16.0,11.0,10.0,9.0,10.0
On-road Traction,Anti-gravity Handling,5183,Donkey Kong,Standard Bike,Slim,Peach Parasol,12.0,10.0,19.0,6.0,11.0,14.0,13.0,18.0,15.0,11.0,10.0,9.0,11.0
On-road Traction,Anti-gravity Handling,5173,Donkey Kong,Cat Cruiser,Slim,Cloud Glider,12.0,10.0,19.0,5.0,12.0,14.0,14.0,17.0,16.0,11.0,8.0,9.0,12.0
On-road Traction,Anti-gravity Handling,5172,Donkey Kong,Cat Cruiser,Slim,Super Glider,13.0,9.0,19.0,5.0,11.0,15.0,14.0,16.0,17.0,11.0,8.0,9.0,11.0
On-road Traction,Anti-gravity Handling,5167,Donkey Kong,Pipe Frame,Slim,Peach Parasol,12.0,11.0,19.0,5.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,9.0,10.0
On-road Traction,Anti-gravity Handling,5166,Donkey Kong,Pipe Frame,Slim,Wario Wing,13.0,10.0,19.0,5.0,11.0,14.0,14.0,15.0,14.0,12.0,11.0,9.0,9.0
On-road Traction,Anti-gravity Handling,5182,Donkey Kong,Standard Bike,Slim,Wario Wing,13.0,9.0,19.0,6.0,10.0,15.0,13.0,18.0,16.0,11.0,10.0,9.0,10.0
On-road Traction,Anti-gravity Handling,5206,Donkey Kong,Tanooki Kart,Slim,Wario Wing,15.0,6.0,20.0,8.0,9.0,15.0,15.0,17.0,16.0,11.0,11.0,8.0,10.0
On-road Traction,Anti-gravity Handling,5202,Donkey Kong,Cat Cruiser,Slim,Wario Wing,14.0,9.0,20.0,4.0,11.0,15.0,13.0,17.0,17.0,11.0,9.0,8.0,11.0
On-road Traction,Anti-gravity Handling,5203,Donkey Kong,Cat Cruiser,Slim,Peach Parasol,13.0,10.0,20.0,4.0,12.0,14.0,13.0,17.0,16.0,11.0,9.0,8.0,12.0
On-road Traction,Anti-gravity Handling,5207,Donkey Kong,Tanooki Kart,Slim,Peach Parasol,14.0,7.0,20.0,8.0,10.0,14.0,15.0,17.0,15.0,11.0,11.0,8.0,11.0
On-road Traction,Air Handling,479,Baby Peach,Cat Cruiser,Slim,Peach Parasol,5.0,13.0,13.0,9.0,16.0,6.0,5.0,9.0,8.0,19.0,17.0,16.0,20.0
On-road Traction,Air Handling,1023,Baby Rosalina,Cat Cruiser,Slim,Peach Parasol,5.0,14.0,14.0,7.0,16.0,6.0,5.0,9.0,8.0,18.0,16.0,15.0,19.0
On-road Traction,Air Handling,1287,Tanooki Mario,Cat Cruiser,Slim,Peach Parasol,10.0,12.0,17.0,5.0,14.0,11.0,10.0,14.0,13.0,14.0,12.0,11.0,15.0
On-road Traction,Air Handling,1327,Rosalina,Cat Cruiser,Slim,Peach Parasol,12.0,10.0,19.0,7.0,13.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0
On-road Traction,Air Handling,1335,Donkey Kong,Cat Cruiser,Slim,Peach Parasol,13.0,10.0,20.0,4.0,12.0,14.0,13.0,17.0,16.0,11.0,9.0,8.0,12.0
Off-road Traction,Mini-Turbo,433,Baby Peach,Biddybuggy,Roller,Cloud Glider,0.0,19.0,5.0,14.0,20.0,1.0,6.0,4.0,6.0,20.0,18.0,20.0,20.0
Off-road Traction,Mini-Turbo,745,Baby Peach,Biddybuggy,Sponge,Cloud Glider,1.0,17.0,7.0,16.0,19.0,2.0,4.0,5.0,7.0,18.0,15.0,18.0,19.0
Off-road Traction,Mini-Turbo,749,Baby Peach,Landship,Roller,Cloud Glider,0.0,18.0,4.0,16.0,19.0,2.0,10.0,2.0,7.0,19.0,19.0,17.0,19.0
Off-road Traction,Mini-Turbo,839,Baby Peach,Landship,Sponge,Cloud Glider,1.0,16.0,6.0,18.0,18.0,3.0,8.0,3.0,8.0,17.0,16.0,15.0,18.0
Off-road Traction,Mini-Turbo,865,Baby Peach,Landship,Monster,Cloud Glider,4.0,14.0,7.0,19.0,16.0,4.0,9.0,4.0,5.0,15.0,16.0,13.0,16.0
Off-road Traction,Mini-Turbo,871,Baby Peach,Tanooki Kart,Sponge,Cloud Glider,4.0,12.0,10.0,19.0,16.0,4.0,7.0,6.0,9.0,17.0,15.0,16.0,18.0
Off-road Traction,Mini-Turbo,875,Baby Peach,Tanooki Kart,Monster,Cloud Glider,7.0,10.0,11.0,20.0,14.0,5.0,8.0,7.0,6.0,15.0,15.0,14.0,16.0
Off-road Traction,Ground Speed,1162,Wario,Badwagon,Metal,Super Glider,18.0,1.0,9.0,9.0,3.0,20.0,16.0,14.0,15.0,4.0,4.0,4.0,2.0
Off-road Traction,Ground Speed,336,Wario,Badwagon,Off-Road,Super Glider,17.0,4.0,11.0,13.0,4.0,19.0,17.0,15.0,14.0,3.0,3.0,5.0,4.0
Off-road Traction,Ground Speed,1798,Wario,Badwagon,Monster,Super Glider,18.0,3.0,11.0,14.0,5.0,18.0,15.0,15.0,14.0,2.0,3.0,3.0,3.0
Off-road Traction,Ground Speed,2296,Rosalina,Badwagon,Off-Road,Super Glider,15.0,5.0,15.0,15.0,6.0,17.0,15.0,13.0,12.0,5.0,5.0,7.0,6.0
Off-road Traction,Ground Speed,2606,Rosalina,Badwagon,Monster,Super Glider,16.0,4.0,15.0,16.0,7.0,16.0,13.0,13.0,12.0,4.0,5.0,5.0,5.0
Off-road Traction,Ground Speed,2792,Rosalina,Tanooki Kart,Off-Road,Super Glider,14.0,7.0,17.0,17.0,9.0,14.0,17.0,13.0,14.0,9.0,8.0,9.0,9.0
Off-road Traction,Ground Speed,2882,Rosalina,Tanooki Kart,Monster,Super Glider,15.0,6.0,17.0,18.0,10.0,13.0,15.0,13.0,14.0,8.0,8.0,7.0,8.0
Off-road Traction,Ground Speed,2912,Toad,Tanooki Kart,Monster,Super Glider,11.0,9.0,11.0,19.0,12.0,9.0,11.0,9.0,10.0,12.0,12.0,11.0,12.0
Off-road Traction,Ground Speed,2918,Koopa Troopa,Tanooki Kart,Off-Road,Super Glider,9.0,10.0,9.0,19.0,11.0,9.0,12.0,8.0,9.0,14.0,13.0,14.0,14.0
Off-road Traction,Ground Speed,2932,Koopa Troopa,Tanooki Kart,Monster,Super Glider,10.0,9.0,9.0,20.0,12.0,8.0,10.0,8.0,9.0,13.0,13.0,12.0,13.0
Off-road Traction,Water Speed,258,Wario,Landship,Off-Road,Super Glider,13.0,10.0,9.0,14.0,9.0,15.0,20.0,12.0,15.0,7.0,7.0,6.0,7.0
Off-road Traction,Water Speed,259,Wario,Landship,Off-Road,Cloud Glider,12.0,11.0,9.0,14.0,10.0,14.0,20.0,13.0,14.0,7.0,7.0,6.0,8.0
Off-road Traction,Water Speed,742,Wario,Tanooki Kart,Off-Road,Super Glider,16.0,6.0,13.0,15.0,7.0,16.0,19.0,15.0,16.0,7.0,6.0,7.0,7.0
Off-road Traction,Water Speed,743,Wario,Tanooki Kart,Off-Road,Cloud Glider,15.0,7.0,13.0,15.0,8.0,15.0,19.0,16.0,15.0,7.0,6.0,7.0,8.0
Off-road Traction,Water Speed,1066,Rosalina,Landship,Off-Road,Super Glider,11.0,11.0,13.0,16.0,11.0,13.0,18.0,10.0,13.0,9.0,9.0,8.0,9.0
Off-road Traction,Water Speed,1067,Rosalina,Landship,Off-Road,Cloud Glider,10.0,12.0,13.0,16.0,12.0,12.0,18.0,11.0,12.0,9.0,9.0,8.0,10.0
Off-road Traction,Water Speed,1248,Rosalina,Tanooki Kart,Off-Road,Super Glider,14.0,7.0,17.0,17.0,9.0,14.0,17.0,13.0,14.0,9.0,8.0,9.0,9.0
Off-road Traction,Water Speed,1249,Rosalina,Tanooki Kart,Off-Road,Cloud Glider,13.0,8.0,17.0,17.0,10.0,13.0,17.0,14.0,13.0,9.0,8.0,9.0,10.0
Off-road Traction,Water Speed,1338,Rosalina,Tanooki Kart,Monster,Super Glider,15.0,6.0,17.0,18.0,10.0,13.0,15.0,13.0,14.0,8.0,8.0,7.0,8.0
Off-road Traction,Water Speed,1339,Rosalina,Tanooki Kart,Monster,Cloud Glider,14.0,7.0,17.0,18.0,11.0,12.0,15.0,14.0,13.0,8.0,8.0,7.0,9.0
Off-road Traction,Water Speed,1374,Koopa Troopa,Tanooki Kart,Off-Road,Super Glider,9.0,10.0,9.0,19.0,11.0,9.0,12.0,8.0,9.0,14.0,13.0,14.0,14.0
Off-road Traction,Water Speed,1375,Koopa Troopa,Tanooki Kart,Off-Road,Cloud Glider,8.0,11.0,9.0,19.0,12.0,8.0,12.0,9.0,8.0,14.0,13.0,14.0,15.0
Off-road Traction,Water Speed,1388,Koopa Troopa,Tanooki Kart,Monster,Super Glider,10.0,9.0,9.0,20.0,12.0,8.0,10.0,8.0,9.0,13.0,13.0,12.0,13.0
Off-road Traction,Water Speed,1389,Koopa Troopa,Tanooki Kart,Monster,Cloud Glider,9.0,10.0,9.0,20.0,13.0,7.0,10.0,9.0,8.0,13.0,13.0,12.0,14.0
Off-road Traction,Anti-gravity Speed,1041,Wario,Mach 8,Slim,Cloud Glider,14.0,7.0,12.0,7.0,10.0,16.0,16.0,20.0,17.0,8.0,7.0,9.0,9.0
Off-road Traction,Anti-gravity Speed,1745,Wario,Standard Bike,Slim,Cloud Glider,12.0,9.0,13.0,8.0,10.0,15.0,15.0,19.0,16.0,10.0,8.0,9.0,10.0
Off-road Traction,Anti-gravity Speed,333,Wario,Mach 8,Monster,Cloud Glider,16.0,7.0,11.0,13.0,10.0,15.0,16.0,18.0,16.0,4.0,4.0,6.0,6.0
Off-road Traction,Anti-gravity Speed,2319,Wario,Standard Bike,Monster,Cloud Glider,14.0,9.0,12.0,14.0,10.0,14.0,15.0,17.0,15.0,6.0,5.0,6.0,7.0
Off-road Traction,Anti-gravity Speed,2725,Wario,Tanooki Kart,Monster,Cloud Glider,16.0,6.0,13.0,16.0,9.0,14.0,17.0,16.0,15.0,6.0,6.0,5.0,7.0
Off-road Traction,Anti-gravity Speed,2879,Rosalina,Tanooki Kart,Monster,Cloud Glider,14.0,7.0,17.0,18.0,11.0,12.0,15.0,14.0,13.0,8.0,8.0,7.0,9.0
Off-road Traction,Anti-gravity Speed,2909,Toad,Tanooki Kart,Monster,Cloud Glider,10.0,10.0,11.0,19.0,13.0,8.0,11.0,10.0,9.0,12.0,12.0,11.0,13.0
Off-road Traction,Anti-gravity Speed,2929,Koopa Troopa,Tanooki Kart,Monster,Cloud Glider,9.0,10.0,9.0,20.0,13.0,7.0,10.0,9.0,8.0,13.0,13.0,12.0,14.0
Off-road Traction,Air Speed,410,Wario,Mach 8,Sponge,Super Glider,14.0,8.0,10.0,12.0,11.0,15.0,15.0,16.0,20.0,6.0,4.0,8.0,7.0
Off-road Traction,Air Speed,1016,Wario,Tanooki Kart,Sponge,Super Glider,14.0,7.0,12.0,15.0,10.0,14.0,16.0,14.0,19.0,8.0,6.0,7.0,8.0
Off-road Traction,Air Speed,1286,Rosalina,Tanooki Kart,Sponge,Super Glider,12.0,8.0,16.0,17.0,12.0,12.0,14.0,12.0,17.0,10.0,8.0,9.0,10.0
Off-road Traction,Air Speed,1374,Rosalina,Tanooki Kart,Monster,Super Glider,15.0,6.0,17.0,18.0,10.0,13.0,15.0,13.0,14.0,8.0,8.0,7.0,8.0
Off-road Traction,Air Speed,1412,Koopa Troopa,Tanooki Kart,Sponge,Super Glider,7.0,11.0,8.0,19.0,14.0,7.0,9.0,7.0,12.0,15.0,13.0,14.0,15.0
Off-road Traction,Air Speed,1424,Koopa Troopa,Tanooki Kart,Monster,Super Glider,10.0,9.0,9.0,20.0,12.0,8.0,10.0,8.0,9.0,13.0,13.0,12.0,13.0
Off-road Traction,Ground Handling,400,Baby Peach,Pipe Frame,Roller,Super Glider,2.0,17.0,7.0,14.0,18.0,3.0,8.0,2.0,7.0,20.0,18.0,19.0,17.0
Off-road Traction,Ground Handling,401,Baby Peach,Pipe Frame,Roller,Cloud Glider,1.0,18.0,7.0,14.0,19.0,2.0,8.0,3.0,6.0,20.0,18.0,19.0,18.0
Off-road Traction,Ground Handling,432,Baby Peach,Biddybuggy,Roller,Super Glider,1.0,18.0,5.0,14.0,19.0,2.0,6.0,3.0,7.0,20.0,18.0,20.0,19.0
Off-road Traction,Ground Handling,433,Baby Peach,Biddybuggy,Roller,Cloud Glider,0.0,19.0,5.0,14.0,20.0,1.0,6.0,4.0,6.0,20.0,18.0,20.0,20.0
Off-road Traction,Ground Handling,666,Baby Peach,Tanooki Kart,Roller,Super Glider,4.0,13.0,8.0,17.0,16.0,4.0,9.0,4.0,9.0,19.0,18.0,18.0,18.0
Off-road Traction,Ground Handling,667,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,17.0,3.0,9.0,5.0,8.0,19.0,18.0,18.0,19.0
Off-road Traction,Ground Handling,730,Baby Peach,Tanooki Kart,Standard,Super Glider,6.0,11.0,10.0,18.0,14.0,6.0,9.0,6.0,9.0,18.0,17.0,17.0,17.0
Off-road Traction,Ground Handling,731,Baby Peach,Tanooki Kart,Standard,Cloud Glider,5.0,12.0,10.0,18.0,15.0,5.0,9.0,7.0,8.0,18.0,17.0,17.0,18.0
Off-road Traction,Ground Handling,758,Baby Peach,Tanooki Kart,Sponge,Super Glider,5.0,11.0,10.0,19.0,15.0,5.0,7.0,5.0,10.0,17.0,15.0,16.0,17.0
Off-road Traction,Ground Handling,759,Baby Peach,Tanooki Kart,Sponge,Cloud Glider,4.0,12.0,10.0,19.0,16.0,4.0,7.0,6.0,9.0,17.0,15.0,16.0,18.0
Off-road Traction,Ground Handling,762,Baby Peach,Tanooki Kart,Monster,Super Glider,8.0,9.0,11.0,20.0,13.0,6.0,8.0,6.0,7.0,15.0,15.0,14.0,15.0
Off-road Traction,Ground Handling,763,Baby Peach,Tanooki Kart,Monster,Cloud Glider,7.0,10.0,11.0,20.0,14.0,5.0,8.0,7.0,6.0,15.0,15.0,14.0,16.0
Off-road Traction,Water Handling,310,Baby Peach,Landship,Roller,Wario Wing,2.0,17.0,5.0,15.0,18.0,3.0,9.0,2.0,8.0,19.0,20.0,16.0,18.0
Off-road Traction,Water Handling,311,Baby Peach,Landship,Roller,Peach Parasol,1.0,18.0,5.0,15.0,19.0,2.0,9.0,2.0,7.0,19.0,20.0,16.0,19.0
Off-road Traction,Water Handling,578,Baby Peach,Landship,Standard,Wario Wing,4.0,15.0,7.0,16.0,16.0,5.0,9.0,4.0,8.0,18.0,19.0,15.0,17.0
Off-road Traction,Water Handling,579,Baby Peach,Landship,Standard,Peach Parasol,3.0,16.0,7.0,16.0,17.0,4.0,9.0,4.0,7.0,18.0,19.0,15.0,18.0
Off-road Traction,Water Handling,580,Baby Peach,Landship,Roller,Super Glider,1.0,17.0,4.0,16.0,18.0,3.0,10.0,1.0,8.0,19.0,19.0,17.0,18.0
Off-road Traction,Water Handling,581,Baby Peach,Landship,Roller,Cloud Glider,0.0,18.0,4.0,16.0,19.0,2.0,10.0,2.0,7.0,19.0,19.0,17.0,19.0
Off-road Traction,Water Handling,590,Baby Peach,Tanooki Kart,Roller,Wario Wing,5.0,13.0,9.0,16.0,16.0,4.0,8.0,5.0,9.0,19.0,19.0,17.0,18.0
Off-road Traction,Water Handling,591,Baby Peach,Tanooki Kart,Roller,Peach Parasol,4.0,14.0,9.0,16.0,17.0,3.0,8.0,5.0,8.0,19.0,19.0,17.0,19.0
Off-road Traction,Water Handling,735,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,17.0,3.0,9.0,5.0,8.0,19.0,18.0,18.0,19.0
Off-road Traction,Water Handling,734,Baby Peach,Tanooki Kart,Roller,Super Glider,4.0,13.0,8.0,17.0,16.0,4.0,9.0,4.0,9.0,19.0,18.0,18.0,18.0
Off-road Traction,Water Handling,733,Baby Peach,Tanooki Kart,Standard,Peach Parasol,6.0,12.0,11.0,17.0,15.0,5.0,8.0,7.0,8.0,18.0,18.0,16.0,18.0
Off-road Traction,Water Handling,721,Baby Peach,Landship,Standard,Cloud Glider,2.0,16.0,6.0,17.0,17.0,4.0,10.0,4.0,7.0,18.0,18.0,16.0,18.0
Off-road Traction,Water Handling,720,Baby Peach,Landship,Standard,Super Glider,3.0,15.0,6.0,17.0,16.0,5.0,10.0,3.0,8.0,18.0,18.0,16.0,17.0
Off-road Traction,Water Handling,732,Baby Peach,Tanooki Kart,Standard,Wario Wing,7.0,11.0,11.0,17.0,14.0,6.0,8.0,7.0,9.0,18.0,18.0,16.0,17.0
Off-road Traction,Water Handling,790,Baby Peach,Landship,Monster,Wario Wing,6.0,13.0,8.0,18.0,15.0,5.0,8.0,4.0,6.0,15.0,17.0,12.0,15.0
Off-road Traction,Water Handling,791,Baby Peach,Landship,Monster,Peach Parasol,5.0,14.0,8.0,18.0,16.0,4.0,8.0,4.0,5.0,15.0,17.0,12.0,16.0
Off-road Traction,Water Handling,798,Baby Peach,Tanooki Kart,Standard,Super Glider,6.0,11.0,10.0,18.0,14.0,6.0,9.0,6.0,9.0,18.0,17.0,17.0,17.0
Off-road Traction,Water Handling,799,Baby Peach,Tanooki Kart,Standard,Cloud Glider,5.0,12.0,10.0,18.0,15.0,5.0,9.0,7.0,8.0,18.0,17.0,17.0,18.0
Off-road Traction,Water Handling,820,Baby Peach,Landship,Monster,Super Glider,5.0,13.0,7.0,19.0,15.0,5.0,9.0,3.0,6.0,15.0,16.0,13.0,15.0
Off-road Traction,Water Handling,821,Baby Peach,Landship,Monster,Cloud Glider,4.0,14.0,7.0,19.0,16.0,4.0,9.0,4.0,5.0,15.0,16.0,13.0,16.0
Off-road Traction,Water Handling,822,Baby Peach,Tanooki Kart,Monster,Wario Wing,9.0,9.0,12.0,19.0,13.0,6.0,7.0,7.0,7.0,15.0,16.0,13.0,15.0
Off-road Traction,Water Handling,823,Baby Peach,Tanooki Kart,Monster,Peach Parasol,8.0,10.0,12.0,19.0,14.0,5.0,7.0,7.0,6.0,15.0,16.0,13.0,16.0
Off-road Traction,Water Handling,830,Baby Peach,Tanooki Kart,Monster,Super Glider,8.0,9.0,11.0,20.0,13.0,6.0,8.0,6.0,7.0,15.0,15.0,14.0,15.0
Off-road Traction,Water Handling,831,Baby Peach,Tanooki Kart,Monster,Cloud Glider,7.0,10.0,11.0,20.0,14.0,5.0,8.0,7.0,6.0,15.0,15.0,14.0,16.0
Off-road Traction,Anti-gravity Handling,432,Baby Peach,Biddybuggy,Roller,Super Glider,1.0,18.0,5.0,14.0,19.0,2.0,6.0,3.0,7.0,20.0,18.0,20.0,19.0
Off-road Traction,Anti-gravity Handling,433,Baby Peach,Biddybuggy,Roller,Cloud Glider,0.0,19.0,5.0,14.0,20.0,1.0,6.0,4.0,6.0,20.0,18.0,20.0,20.0
Off-road Traction,Anti-gravity Handling,864,Baby Peach,Biddybuggy,Standard,Super Glider,3.0,16.0,7.0,15.0,17.0,4.0,6.0,5.0,7.0,19.0,17.0,19.0,18.0
Off-road Traction,Anti-gravity Handling,865,Baby Peach,Biddybuggy,Standard,Cloud Glider,2.0,17.0,7.0,15.0,18.0,3.0,6.0,6.0,6.0,19.0,17.0,19.0,19.0
Off-road Traction,Anti-gravity Handling,876,Baby Peach,Standard Bike,Roller,Super Glider,2.0,16.0,7.0,15.0,17.0,4.0,7.0,5.0,9.0,19.0,17.0,19.0,18.0
Off-road Traction,Anti-gravity Handling,877,Baby Peach,Standard Bike,Roller,Cloud Glider,1.0,17.0,7.0,15.0,18.0,3.0,7.0,6.0,8.0,19.0,17.0,19.0,19.0
Off-road Traction,Anti-gravity Handling,1058,Baby Peach,Tanooki Kart,Roller,Super Glider,4.0,13.0,8.0,17.0,16.0,4.0,9.0,4.0,9.0,19.0,18.0,18.0,18.0
Off-road Traction,Anti-gravity Handling,1059,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,17.0,3.0,9.0,5.0,8.0,19.0,18.0,18.0,19.0
Off-road Traction,Anti-gravity Handling,1122,Baby Peach,Tanooki Kart,Standard,Super Glider,6.0,11.0,10.0,18.0,14.0,6.0,9.0,6.0,9.0,18.0,17.0,17.0,17.0
Off-road Traction,Anti-gravity Handling,1123,Baby Peach,Tanooki Kart,Standard,Cloud Glider,5.0,12.0,10.0,18.0,15.0,5.0,9.0,7.0,8.0,18.0,17.0,17.0,18.0
Off-road Traction,Anti-gravity Handling,1148,Baby Peach,Tanooki Kart,Off-Road,Super Glider,7.0,10.0,11.0,19.0,12.0,7.0,10.0,6.0,7.0,16.0,15.0,16.0,16.0
Off-road Traction,Anti-gravity Handling,1149,Baby Peach,Tanooki Kart,Off-Road,Cloud Glider,6.0,11.0,11.0,19.0,13.0,6.0,10.0,7.0,6.0,16.0,15.0,16.0,17.0
Off-road Traction,Anti-gravity Handling,1150,Baby Peach,Tanooki Kart,Sponge,Super Glider,5.0,11.0,10.0,19.0,15.0,5.0,7.0,5.0,10.0,17.0,15.0,16.0,17.0
Off-road Traction,Anti-gravity Handling,1151,Baby Peach,Tanooki Kart,Sponge,Cloud Glider,4.0,12.0,10.0,19.0,16.0,4.0,7.0,6.0,9.0,17.0,15.0,16.0,18.0
Off-road Traction,Anti-gravity Handling,1154,Baby Peach,Tanooki Kart,Monster,Super Glider,8.0,9.0,11.0,20.0,13.0,6.0,8.0,6.0,7.0,15.0,15.0,14.0,15.0
Off-road Traction,Anti-gravity Handling,1155,Baby Peach,Tanooki Kart,Monster,Cloud Glider,7.0,10.0,11.0,20.0,14.0,5.0,8.0,7.0,6.0,15.0,15.0,14.0,16.0
Off-road Traction,Air Handling,433,Baby Peach,Biddybuggy,Roller,Cloud Glider,0.0,19.0,5.0,14.0,20.0,1.0,6.0,4.0,6.0,20.0,18.0,20.0,20.0
Off-road Traction,Air Handling,667,Baby Peach,Tanooki Kart,Roller,Cloud Glider,3.0,14.0,8.0,17.0,17.0,3.0,9.0,5.0,8.0,19.0,18.0,18.0,19.0
Off-road Traction,Air Handling,703,Baby Peach,Tanooki Kart,Sponge,Cloud Glider,4.0,12.0,10.0,19.0,16.0,4.0,7.0,6.0,9.0,17.0,15.0,16.0,18.0
Off-road Traction,Air Handling,707,Baby Peach,Tanooki Kart,Monster,Cloud Glider,7.0,10.0,11.0,20.0,14.0,5.0,8.0,7.0,6.0,15.0,15.0,14.0,16.0
Mini-Turbo,Ground Speed,7735,Wario,Circuit Special,Metal,Wario Wing,18.0,2.0,11.0,4.0,4.0,20.0,14.0,16.0,16.0,5.0,5.0,4.0,2.0
Mini-Turbo,Ground Speed,7734,Wario,Circuit Special,Metal,Super Glider,17.0,2.0,10.0,5.0,4.0,20.0,15.0,15.0,16.0,5.0,4.0,5.0,2.0
Mini-Turbo,Ground Speed,7733,Wario,Circuit Special,Slick,Wario Wing,17.0,3.0,14.0,2.0,4.0,20.0,11.0,19.0,14.0,5.0,3.0,5.0,3.0
Mini-Turbo,Ground Speed,7732,Wario,Circuit Special,Slick,Super Glider,16.0,3.0,13.0,3.0,4.0,20.0,12.0,18.0,14.0,5.0,2.0,6.0,3.0
Mini-Turbo,Ground Speed,7721,Bowser,Circuit Special,Metal,Wario Wing,19.0,2.0,12.0,3.0,4.0,20.0,14.0,16.0,16.0,4.0,4.0,3.0,1.0
Mini-Turbo,Ground Speed,7720,Bowser,Circuit Special,Metal,Super Glider,18.0,2.0,11.0,4.0,4.0,20.0,15.0,15.0,16.0,4.0,3.0,4.0,1.0
Mini-Turbo,Ground Speed,7719,Bowser,Circuit Special,Slick,Wario Wing,18.0,3.0,15.0,1.0,4.0,20.0,11.0,19.0,14.0,4.0,2.0,4.0,2.0
Mini-Turbo,Ground Speed,7718,Bowser,Circuit Special,Slick,Super Glider,17.0,3.0,14.0,2.0,4.0,20.0,12.0,18.0,14.0,4.0,1.0,5.0,2.0
Mini-Turbo,Ground Speed,7432,Bowser,Sneeker,Slick,Super Glider,16.0,4.0,12.0,1.0,6.0,19.0,13.0,17.0,15.0,6.0,2.0,6.0,4.0
Mini-Turbo,Ground Speed,7438,Bowser,Blue Falcon,Metal,Super Glider,15.0,4.0,9.0,6.0,6.0,19.0,16.0,15.0,17.0,5.0,5.0,7.0,2.0
Mini-Turbo,Ground Speed,7437,Bowser,Blue Falcon,Slick,Wario Wing,15.0,5.0,13.0,3.0,6.0,19.0,12.0,19.0,15.0,5.0,4.0,7.0,3.0
Mini-Turbo,Ground Speed,7435,Bowser,Sneeker,Metal,Wario Wing,18.0,3.0,10.0,2.0,6.0,19.0,15.0,15.0,17.0,6.0,5.0,4.0,3.0
Mini-Turbo,Ground Speed,7434,Bowser,Sneeker,Metal,Super Glider,17.0,3.0,9.0,3.0,6.0,19.0,16.0,14.0,17.0,6.0,4.0,5.0,3.0
Mini-Turbo,Ground Speed,7433,Bowser,Sneeker,Slick,Wario Wing,17.0,4.0,13.0,0.0,6.0,19.0,12.0,18.0,15.0,6.0,3.0,5.0,4.0
Mini-Turbo,Ground Speed,7419,Bowser,Circuit Special,Slim,Wario Wing,17.0,4.0,15.0,2.0,6.0,19.0,13.0,19.0,16.0,6.0,6.0,5.0,5.0
