,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling,Character,Kart,Wheel,Glider
4886,4.0,13.0,6.0,9.0,16.0,6.0,6.0,5.0,9.0,18.0,17.0,17.0,17.0,Baby Peach,Sneeker,Roller,Wario Wing
4932,4.0,12.0,8.0,13.0,14.0,8.0,6.0,8.0,9.0,16.0,17.0,18.0,15.0,Baby Peach,Blue Falcon,Standard,Wario Wing
4876,4.0,15.0,8.0,17.0,15.0,5.0,10.0,4.0,5.0,16.0,17.0,14.0,17.0,Baby Peach,Landship,Off-Road,Peach Parasol
2186,4.0,15.0,6.0,14.0,15.0,7.0,8.0,9.0,10.0,16.0,14.0,17.0,14.0,Koopa Troopa,Standard Bike,Button,Super Glider
4910,4.0,12.0,11.0,12.0,14.0,7.0,6.0,9.0,8.0,19.0,17.0,18.0,18.0,Baby Peach,Standard Bike,Slim,Super Glider
1406,4.0,16.0,8.0,13.0,16.0,7.0,9.0,11.0,10.0,15.0,13.0,16.0,14.0,Toad,Standard Bike,Button,Cloud Glider
2164,4.0,13.0,4.0,9.0,15.0,8.0,8.0,9.0,9.0,15.0,13.0,16.0,14.0,Koopa Troopa,Sneeker,Button,Cloud Glider
4672,4.0,15.0,10.0,16.0,15.0,5.0,9.0,5.0,4.0,17.0,15.0,17.0,16.0,Baby Peach,Pipe Frame,Off-Road,Cloud Glider
1539,4.0,18.0,10.0,9.0,17.0,5.0,8.0,7.0,7.0,16.0,15.0,15.0,13.0,Toadette,Pipe Frame,Button,Peach Parasol
4873,4.0,14.0,7.0,18.0,14.0,6.0,11.0,3.0,6.0,16.0,16.0,15.0,16.0,Baby Peach,Landship,Off-Road,Super Glider
4534,4.0,16.0,6.0,17.0,15.0,6.0,12.0,5.0,6.0,14.0,14.0,13.0,15.0,Baby Mario,Landship,Off-Road,Cloud Glider
4944,4.0,10.0,10.0,9.0,13.0,9.0,5.0,10.0,8.0,17.0,18.0,18.0,16.0,Baby Peach,Blue Falcon,Slim,Wario Wing
4946,4.0,9.0,9.0,9.0,11.0,10.0,4.0,9.0,6.0,15.0,13.0,18.0,13.0,Baby Peach,Blue Falcon,Slick,Super Glider
4971,4.0,14.0,9.0,16.0,17.0,3.0,8.0,5.0,8.0,19.0,19.0,17.0,19.0,Baby Peach,Tanooki Kart,Roller,Peach Parasol
1545,4.0,17.0,10.0,13.0,17.0,5.0,8.0,6.0,9.0,15.0,12.0,14.0,14.0,Toadette,Pipe Frame,Sponge,Cloud Glider
4529,4.0,14.0,7.0,12.0,15.0,7.0,10.0,6.0,8.0,17.0,17.0,14.0,16.0,Baby Mario,Landship,Slim,Super Glider
4913,4.0,13.0,12.0,11.0,15.0,6.0,5.0,10.0,7.0,19.0,18.0,17.0,19.0,Baby Peach,Standard Bike,Slim,Peach Parasol
4956,4.0,11.0,8.0,15.0,12.0,9.0,8.0,7.0,7.0,14.0,14.0,18.0,14.0,Baby Peach,Blue Falcon,Off-Road,Super Glider
4935,4.0,11.0,8.0,16.0,14.0,7.0,6.0,8.0,6.0,13.0,14.0,16.0,14.0,Baby Peach,Blue Falcon,Monster,Cloud Glider
1425,4.0,14.0,5.0,12.0,15.0,9.0,10.0,8.0,12.0,14.0,14.0,17.0,13.0,Toad,Blue Falcon,Roller,Super Glider
4882,4.0,12.0,7.0,11.0,15.0,7.0,7.0,7.0,8.0,17.0,15.0,17.0,17.0,Baby Peach,Sneeker,Standard,Cloud Glider
1439,4.0,13.0,6.0,11.0,14.0,10.0,9.0,10.0,11.0,13.0,13.0,17.0,11.0,Toad,Blue Falcon,Button,Super Glider
1428,4.0,15.0,6.0,11.0,16.0,8.0,9.0,9.0,11.0,14.0,15.0,16.0,14.0,Toad,Blue Falcon,Roller,Peach Parasol
5209,5.0,15.0,9.0,15.0,14.0,6.0,10.0,4.0,6.0,15.0,16.0,13.0,15.0,Baby Rosalina,Landship,Off-Road,Wario Wing
1339,5.0,17.0,5.0,14.0,17.0,6.0,12.0,5.0,11.0,16.0,17.0,13.0,15.0,Toad,Landship,Roller,Wario Wing
1330,5.0,16.0,6.0,16.0,16.0,7.0,13.0,7.0,10.0,15.0,15.0,13.0,15.0,Toad,Landship,Standard,Cloud Glider
928,5.0,15.0,5.0,13.0,16.0,9.0,14.0,8.0,12.0,13.0,13.0,12.0,11.0,Peach,Landship,Button,Super Glider
2212,5.0,11.0,8.0,9.0,13.0,10.0,7.0,12.0,9.0,15.0,16.0,16.0,15.0,Koopa Troopa,Blue Falcon,Slim,Peach Parasol
1328,5.0,17.0,8.0,14.0,18.0,5.0,6.0,8.0,10.0,15.0,13.0,14.0,16.0,Toad,Biddybuggy,Sponge,Peach Parasol
2081,5.0,10.0,7.0,9.0,13.0,10.0,9.0,11.0,9.0,16.0,15.0,14.0,17.0,Koopa Troopa,Prancer,Slim,Cloud Glider
1441,5.0,13.0,7.0,10.0,14.0,10.0,8.0,11.0,11.0,13.0,14.0,16.0,11.0,Toad,Blue Falcon,Button,Wario Wing
1839,5.0,16.0,10.0,10.0,15.0,7.0,7.0,10.0,10.0,15.0,14.0,15.0,13.0,Toadette,Standard Bike,Button,Wario Wing
1830,5.0,14.0,12.0,9.0,14.0,8.0,8.0,12.0,9.0,16.0,14.0,15.0,16.0,Toadette,Standard Bike,Slim,Cloud Glider
931,5.0,16.0,6.0,12.0,17.0,8.0,13.0,9.0,11.0,13.0,14.0,11.0,12.0,Peach,Landship,Button,Peach Parasol
5221,5.0,10.0,10.0,5.0,13.0,9.0,6.0,8.0,8.0,17.0,15.0,16.0,16.0,Baby Rosalina,Sneeker,Slim,Super Glider
1827,5.0,17.0,9.0,11.0,16.0,6.0,8.0,8.0,11.0,16.0,15.0,15.0,15.0,Toadette,Standard Bike,Roller,Wario Wing
1776,5.0,15.0,10.0,9.0,15.0,7.0,10.0,8.0,8.0,16.0,17.0,12.0,16.0,Toadette,Landship,Slim,Peach Parasol
978,5.0,15.0,8.0,12.0,16.0,9.0,11.0,13.0,12.0,13.0,11.0,14.0,12.0,Peach,Standard Bike,Button,Cloud Glider
2096,5.0,16.0,5.0,15.0,16.0,6.0,8.0,7.0,9.0,17.0,15.0,17.0,16.0,Koopa Troopa,Biddybuggy,Standard,Super Glider
5235,5.0,14.0,11.0,16.0,15.0,5.0,6.0,8.0,6.0,14.0,13.0,14.0,15.0,Baby Rosalina,Standard Bike,Monster,Cloud Glider
1786,5.0,16.0,8.0,15.0,14.0,7.0,13.0,6.0,7.0,13.0,13.0,12.0,14.0,Toadette,Landship,Off-Road,Cloud Glider
5232,5.0,15.0,11.0,13.0,15.0,6.0,6.0,8.0,9.0,17.0,16.0,16.0,16.0,Baby Rosalina,Standard Bike,Standard,Wario Wing
2201,5.0,13.0,6.0,13.0,14.0,9.0,8.0,10.0,10.0,14.0,15.0,16.0,14.0,Koopa Troopa,Blue Falcon,Standard,Peach Parasol
966,5.0,16.0,7.0,13.0,17.0,8.0,12.0,11.0,13.0,14.0,12.0,14.0,14.0,Peach,Standard Bike,Roller,Cloud Glider
5229,5.0,12.0,9.0,9.0,15.0,7.0,4.0,6.0,10.0,15.0,13.0,14.0,15.0,Baby Rosalina,Sneeker,Sponge,Wario Wing
1791,5.0,16.0,8.0,14.0,16.0,6.0,9.0,5.0,11.0,14.0,14.0,11.0,14.0,Toadette,Landship,Sponge,Wario Wing
1313,5.0,15.0,9.0,10.0,16.0,7.0,8.0,11.0,8.0,17.0,15.0,16.0,17.0,Toad,Biddybuggy,Slim,Cloud Glider
1325,5.0,16.0,7.0,15.0,17.0,6.0,7.0,7.0,11.0,15.0,12.0,15.0,15.0,Toad,Biddybuggy,Sponge,Super Glider
2095,5.0,12.0,6.0,13.0,15.0,8.0,7.0,8.0,11.0,14.0,13.0,12.0,16.0,Koopa Troopa,Prancer,Sponge,Peach Parasol
4522,5.0,15.0,6.0,18.0,16.0,5.0,10.0,5.0,6.0,13.0,14.0,11.0,14.0,Baby Mario,Landship,Monster,Cloud Glider
2092,5.0,11.0,5.0,14.0,14.0,9.0,8.0,7.0,12.0,14.0,12.0,13.0,15.0,Koopa Troopa,Prancer,Sponge,Super Glider
4579,5.0,11.0,9.0,8.0,13.0,10.0,6.0,11.0,9.0,15.0,16.0,16.0,14.0,Baby Mario,Blue Falcon,Slim,Wario Wing
2209,5.0,10.0,7.0,10.0,12.0,11.0,8.0,11.0,10.0,15.0,15.0,17.0,14.0,Koopa Troopa,Blue Falcon,Slim,Super Glider
1808,5.0,13.0,7.0,6.0,14.0,9.0,8.0,8.0,10.0,14.0,12.0,15.0,12.0,Toadette,Sneeker,Button,Super Glider
1815,5.0,13.0,8.0,9.0,15.0,8.0,7.0,8.0,11.0,13.0,10.0,13.0,14.0,Toadette,Sneeker,Sponge,Cloud Glider
1818,5.0,16.0,10.0,13.0,15.0,7.0,9.0,10.0,10.0,15.0,13.0,15.0,15.0,Toadette,Standard Bike,Standard,Cloud Glider
1319,5.0,17.0,7.0,11.0,17.0,6.0,7.0,9.0,9.0,16.0,15.0,16.0,14.0,Toad,Biddybuggy,Button,Wario Wing
5215,5.0,12.0,8.0,9.0,14.0,8.0,7.0,6.0,9.0,16.0,14.0,16.0,15.0,Baby Rosalina,Sneeker,Standard,Super Glider
937,5.0,15.0,6.0,16.0,17.0,8.0,13.0,8.0,13.0,12.0,11.0,10.0,13.0,Peach,Landship,Sponge,Cloud Glider
2086,5.0,12.0,5.0,10.0,14.0,9.0,8.0,9.0,10.0,15.0,15.0,14.0,14.0,Koopa Troopa,Prancer,Button,Wario Wing
1797,5.0,14.0,6.0,7.0,15.0,8.0,9.0,6.0,11.0,15.0,13.0,15.0,14.0,Toadette,Sneeker,Roller,Super Glider
1845,5.0,15.0,10.0,14.0,15.0,7.0,7.0,8.0,12.0,14.0,11.0,14.0,14.0,Toadette,Standard Bike,Sponge,Super Glider
2163,5.0,12.0,4.0,9.0,14.0,9.0,8.0,8.0,10.0,15.0,13.0,16.0,13.0,Koopa Troopa,Sneeker,Button,Super Glider
1848,5.0,16.0,11.0,13.0,16.0,6.0,6.0,9.0,11.0,14.0,12.0,13.0,15.0,Toadette,Standard Bike,Sponge,Peach Parasol
1936,5.0,14.0,7.0,15.0,16.0,7.0,8.0,8.0,11.0,14.0,11.0,14.0,16.0,Koopa Troopa,Standard Kart,Sponge,Cloud Glider
1940,5.0,16.0,7.0,15.0,16.0,6.0,10.0,7.0,8.0,17.0,15.0,16.0,15.0,Koopa Troopa,Pipe Frame,Standard,Cloud Glider
2047,5.0,15.0,8.0,15.0,17.0,6.0,7.0,8.0,12.0,15.0,11.0,14.0,17.0,Koopa Troopa,Cat Cruiser,Sponge,Cloud Glider
5196,5.0,15.0,9.0,16.0,16.0,4.0,8.0,4.0,5.0,14.0,16.0,11.0,15.0,Baby Rosalina,Landship,Monster,Peach Parasol
2220,5.0,12.0,6.0,15.0,12.0,10.0,10.0,10.0,8.0,12.0,12.0,16.0,13.0,Koopa Troopa,Blue Falcon,Off-Road,Cloud Glider
1949,5.0,17.0,6.0,13.0,17.0,5.0,9.0,5.0,9.0,18.0,17.0,16.0,15.0,Koopa Troopa,Pipe Frame,Roller,Wario Wing
5193,5.0,14.0,8.0,17.0,15.0,5.0,9.0,3.0,6.0,14.0,15.0,12.0,14.0,Baby Rosalina,Landship,Monster,Super Glider
1408,5.0,16.0,9.0,12.0,16.0,7.0,8.0,11.0,10.0,15.0,14.0,15.0,14.0,Toad,Standard Bike,Button,Peach Parasol
1952,5.0,14.0,9.0,11.0,15.0,7.0,9.0,9.0,7.0,18.0,16.0,16.0,16.0,Koopa Troopa,Pipe Frame,Slim,Cloud Glider
1377,5.0,13.0,6.0,8.0,15.0,9.0,9.0,10.0,10.0,14.0,12.0,15.0,13.0,Toad,Sneeker,Button,Cloud Glider
869,5.0,12.0,6.0,9.0,15.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,Peach,Prancer,Button,Cloud Glider
1959,5.0,16.0,7.0,12.0,16.0,6.0,8.0,7.0,8.0,17.0,16.0,16.0,13.0,Koopa Troopa,Pipe Frame,Button,Wario Wing
888,5.0,17.0,5.0,12.0,18.0,7.0,11.0,8.0,12.0,15.0,13.0,15.0,14.0,Peach,Biddybuggy,Roller,Super Glider
4437,5.0,14.0,4.0,12.0,16.0,6.0,11.0,5.0,6.0,14.0,17.0,14.0,15.0,Baby Mario,Steel Driver,Roller,Cloud Glider
1965,5.0,15.0,7.0,16.0,16.0,6.0,8.0,5.0,10.0,16.0,13.0,15.0,14.0,Koopa Troopa,Pipe Frame,Sponge,Super Glider
4607,5.0,14.0,9.0,14.0,16.0,5.0,8.0,8.0,8.0,16.0,16.0,15.0,15.0,Baby Mario,Tanooki Kart,Button,Peach Parasol
1968,5.0,16.0,8.0,15.0,17.0,5.0,7.0,6.0,9.0,16.0,14.0,14.0,15.0,Koopa Troopa,Pipe Frame,Sponge,Peach Parasol
1978,5.0,15.0,4.0,14.0,17.0,6.0,10.0,9.0,11.0,15.0,14.0,17.0,16.0,Koopa Troopa,Mach 8,Roller,Cloud Glider
2035,5.0,17.0,7.0,12.0,18.0,5.0,8.0,7.0,11.0,17.0,15.0,15.0,18.0,Koopa Troopa,Cat Cruiser,Roller,Peach Parasol
2032,5.0,16.0,6.0,13.0,17.0,6.0,9.0,6.0,12.0,17.0,14.0,16.0,17.0,Koopa Troopa,Cat Cruiser,Roller,Super Glider
859,5.0,13.0,5.0,10.0,16.0,10.0,13.0,10.0,13.0,13.0,12.0,12.0,14.0,Peach,Prancer,Roller,Cloud Glider
4519,5.0,16.0,6.0,15.0,16.0,6.0,10.0,5.0,9.0,16.0,17.0,13.0,15.0,Baby Mario,Landship,Standard,Wario Wing
1988,5.0,14.0,5.0,13.0,16.0,7.0,9.0,11.0,10.0,14.0,13.0,17.0,14.0,Koopa Troopa,Mach 8,Button,Cloud Glider
4599,5.0,15.0,8.0,15.0,17.0,4.0,9.0,6.0,9.0,17.0,17.0,15.0,17.0,Baby Mario,Tanooki Kart,Roller,Peach Parasol
1393,5.0,16.0,7.0,14.0,16.0,7.0,10.0,8.0,12.0,16.0,14.0,16.0,15.0,Toad,Standard Bike,Roller,Super Glider
1405,5.0,15.0,8.0,13.0,15.0,8.0,9.0,10.0,11.0,15.0,13.0,16.0,13.0,Toad,Standard Bike,Button,Super Glider
2232,5.0,14.0,6.0,17.0,16.0,5.0,11.0,7.0,10.0,17.0,16.0,16.0,17.0,Koopa Troopa,Tanooki Kart,Roller,Cloud Glider
1930,5.0,15.0,7.0,11.0,16.0,7.0,8.0,9.0,9.0,15.0,14.0,15.0,15.0,Koopa Troopa,Standard Kart,Button,Peach Parasol
891,5.0,18.0,6.0,11.0,19.0,6.0,10.0,9.0,11.0,15.0,14.0,14.0,15.0,Peach,Biddybuggy,Roller,Peach Parasol
1366,5.0,14.0,5.0,9.0,16.0,8.0,10.0,8.0,11.0,15.0,13.0,15.0,15.0,Toad,Sneeker,Roller,Cloud Glider
1849,5.0,13.0,8.0,11.0,13.0,10.0,9.0,9.0,11.0,13.0,13.0,16.0,12.0,Toadette,Blue Falcon,Standard,Super Glider
1342,5.0,14.0,8.0,12.0,15.0,8.0,12.0,9.0,9.0,16.0,16.0,13.0,16.0,Toad,Landship,Slim,Cloud Glider
919,5.0,17.0,5.0,13.0,18.0,7.0,14.0,7.0,12.0,14.0,15.0,11.0,14.0,Peach,Landship,Roller,Peach Parasol
1852,5.0,14.0,9.0,10.0,14.0,9.0,8.0,10.0,10.0,13.0,14.0,15.0,13.0,Toadette,Blue Falcon,Standard,Peach Parasol
1427,5.0,14.0,6.0,11.0,15.0,9.0,9.0,9.0,12.0,14.0,15.0,16.0,13.0,Toad,Blue Falcon,Roller,Wario Wing
916,5.0,16.0,4.0,14.0,17.0,8.0,15.0,6.0,13.0,14.0,14.0,12.0,13.0,Peach,Landship,Roller,Super Glider
1861,5.0,11.0,10.0,7.0,12.0,11.0,8.0,11.0,10.0,14.0,14.0,16.0,13.0,Toadette,Blue Falcon,Slim,Super Glider
1310,5.0,18.0,6.0,12.0,18.0,5.0,8.0,7.0,10.0,17.0,16.0,16.0,16.0,Toad,Biddybuggy,Roller,Wario Wing
1351,5.0,16.0,6.0,13.0,16.0,7.0,11.0,7.0,10.0,15.0,16.0,13.0,13.0,Toad,Landship,Button,Wario Wing
1876,5.0,13.0,9.0,12.0,12.0,10.0,10.0,10.0,8.0,11.0,11.0,15.0,12.0,Toadette,Blue Falcon,Off-Road,Cloud Glider
2078,5.0,13.0,4.0,11.0,15.0,8.0,9.0,7.0,11.0,16.0,16.0,14.0,16.0,Koopa Troopa,Prancer,Roller,Wario Wing
2242,5.0,13.0,7.0,16.0,15.0,6.0,10.0,9.0,9.0,16.0,15.0,16.0,15.0,Koopa Troopa,Tanooki Kart,Button,Cloud Glider
905,5.0,16.0,7.0,14.0,18.0,7.0,9.0,10.0,12.0,13.0,10.0,13.0,14.0,Peach,Biddybuggy,Sponge,Cloud Glider
1357,5.0,15.0,6.0,17.0,16.0,7.0,11.0,5.0,12.0,14.0,13.0,12.0,14.0,Toad,Landship,Sponge,Super Glider
1418,5.0,13.0,7.0,13.0,14.0,10.0,10.0,11.0,11.0,13.0,13.0,16.0,13.0,Toad,Blue Falcon,Standard,Cloud Glider
1888,5.0,15.0,9.0,14.0,16.0,5.0,11.0,7.0,10.0,16.0,15.0,15.0,16.0,Toadette,Tanooki Kart,Roller,Cloud Glider
2072,5.0,12.0,5.0,13.0,14.0,9.0,10.0,9.0,10.0,15.0,14.0,14.0,16.0,Koopa Troopa,Prancer,Standard,Cloud Glider
4585,5.0,12.0,7.0,14.0,12.0,10.0,9.0,8.0,8.0,12.0,12.0,16.0,12.0,Baby Mario,Blue Falcon,Off-Road,Super Glider
1414,5.0,15.0,9.0,16.0,16.0,7.0,8.0,10.0,12.0,14.0,11.0,14.0,15.0,Toad,Standard Bike,Sponge,Cloud Glider
1902,5.0,14.0,10.0,13.0,15.0,6.0,10.0,9.0,9.0,15.0,14.0,15.0,14.0,Toadette,Tanooki Kart,Button,Cloud Glider
4604,5.0,13.0,8.0,15.0,15.0,6.0,9.0,7.0,9.0,16.0,15.0,16.0,14.0,Baby Mario,Tanooki Kart,Button,Super Glider
1917,5.0,15.0,5.0,13.0,16.0,7.0,10.0,6.0,11.0,16.0,14.0,16.0,16.0,Koopa Troopa,Standard Kart,Roller,Super Glider
1360,5.0,16.0,7.0,16.0,17.0,6.0,10.0,6.0,11.0,14.0,14.0,11.0,15.0,Toad,Landship,Sponge,Peach Parasol
899,5.0,17.0,7.0,10.0,18.0,7.0,9.0,11.0,10.0,14.0,13.0,14.0,13.0,Peach,Biddybuggy,Button,Peach Parasol
1920,5.0,16.0,6.0,12.0,17.0,6.0,9.0,7.0,10.0,16.0,15.0,15.0,17.0,Koopa Troopa,Standard Kart,Roller,Peach Parasol
896,5.0,16.0,6.0,11.0,17.0,8.0,10.0,10.0,11.0,14.0,12.0,15.0,12.0,Peach,Biddybuggy,Button,Super Glider
1927,5.0,14.0,6.0,12.0,15.0,8.0,9.0,8.0,10.0,15.0,13.0,16.0,14.0,Koopa Troopa,Standard Kart,Button,Super Glider
1430,5.0,11.0,9.0,9.0,13.0,11.0,9.0,13.0,10.0,14.0,14.0,16.0,14.0,Toad,Blue Falcon,Slim,Cloud Glider
1864,5.0,12.0,11.0,6.0,13.0,10.0,7.0,12.0,9.0,14.0,15.0,15.0,14.0,Toadette,Blue Falcon,Slim,Peach Parasol
2198,5.0,12.0,5.0,14.0,13.0,10.0,9.0,9.0,11.0,14.0,14.0,17.0,13.0,Koopa Troopa,Blue Falcon,Standard,Super Glider
993,5.0,13.0,5.0,11.0,15.0,11.0,12.0,10.0,14.0,12.0,12.0,15.0,11.0,Peach,Blue Falcon,Roller,Super Glider
5573,5.0,17.0,10.0,9.0,17.0,7.0,10.0,11.0,10.0,14.0,12.0,15.0,13.0,Tanooki Mario,Biddybuggy,Button,Cloud Glider
2178,5.0,16.0,6.0,14.0,16.0,6.0,8.0,8.0,11.0,17.0,16.0,16.0,16.0,Koopa Troopa,Standard Bike,Roller,Wario Wing
1639,5.0,17.0,11.0,8.0,17.0,6.0,7.0,9.0,10.0,15.0,13.0,14.0,15.0,Toadette,Cat Cruiser,Button,Peach Parasol
1528,5.0,15.0,12.0,8.0,15.0,7.0,9.0,9.0,7.0,17.0,15.0,15.0,15.0,Toadette,Pipe Frame,Slim,Cloud Glider
2136,5.0,13.0,6.0,13.0,14.0,8.0,11.0,7.0,9.0,17.0,17.0,14.0,16.0,Koopa Troopa,Landship,Slim,Super Glider
5311,5.0,13.0,12.0,16.0,16.0,4.0,6.0,6.0,9.0,16.0,15.0,14.0,17.0,Baby Rosalina,Tanooki Kart,Sponge,Peach Parasol
4503,5.0,15.0,9.0,9.0,16.0,6.0,5.0,9.0,7.0,18.0,17.0,16.0,17.0,Baby Mario,Biddybuggy,Slim,Wario Wing
4476,5.0,15.0,9.0,14.0,17.0,6.0,6.0,6.0,12.0,15.0,11.0,14.0,16.0,Baby Mario,Cat Cruiser,Sponge,Super Glider
1645,5.0,16.0,11.0,12.0,17.0,6.0,7.0,8.0,12.0,14.0,10.0,13.0,16.0,Toadette,Cat Cruiser,Sponge,Cloud Glider
5308,5.0,12.0,11.0,17.0,15.0,5.0,7.0,5.0,10.0,16.0,14.0,15.0,16.0,Baby Rosalina,Tanooki Kart,Sponge,Super Glider
5302,5.0,13.0,11.0,13.0,15.0,5.0,7.0,7.0,8.0,17.0,17.0,16.0,15.0,Baby Rosalina,Tanooki Kart,Button,Wario Wing
1525,5.0,18.0,9.0,10.0,17.0,5.0,9.0,5.0,9.0,17.0,16.0,15.0,14.0,Toadette,Pipe Frame,Roller,Wario Wing
4479,5.0,16.0,10.0,13.0,18.0,5.0,5.0,7.0,11.0,15.0,12.0,13.0,17.0,Baby Mario,Cat Cruiser,Sponge,Peach Parasol
4470,5.0,16.0,9.0,10.0,17.0,6.0,6.0,8.0,10.0,16.0,14.0,15.0,15.0,Baby Mario,Cat Cruiser,Button,Wario Wing
4562,5.0,15.0,9.0,16.0,14.0,7.0,9.0,9.0,7.0,14.0,12.0,15.0,15.0,Baby Mario,Standard Bike,Off-Road,Cloud Glider
1113,5.0,16.0,9.0,15.0,17.0,6.0,9.0,7.0,10.0,15.0,12.0,14.0,14.0,Toad,Pipe Frame,Sponge,Cloud Glider
5295,5.0,11.0,13.0,12.0,14.0,6.0,8.0,9.0,7.0,18.0,17.0,16.0,18.0,Baby Rosalina,Tanooki Kart,Slim,Cloud Glider
1107,5.0,17.0,9.0,11.0,17.0,6.0,9.0,8.0,8.0,16.0,15.0,15.0,13.0,Toad,Pipe Frame,Button,Peach Parasol
1104,5.0,16.0,8.0,12.0,16.0,7.0,10.0,7.0,9.0,16.0,14.0,16.0,12.0,Toad,Pipe Frame,Button,Super Glider
2124,5.0,15.0,4.0,17.0,15.0,7.0,12.0,5.0,10.0,16.0,16.0,14.0,15.0,Koopa Troopa,Landship,Standard,Super Glider
2181,5.0,13.0,9.0,12.0,14.0,8.0,8.0,12.0,9.0,17.0,15.0,16.0,17.0,Koopa Troopa,Standard Bike,Slim,Cloud Glider
5292,5.0,14.0,10.0,14.0,16.0,4.0,8.0,5.0,9.0,18.0,18.0,16.0,17.0,Baby Rosalina,Tanooki Kart,Roller,Wario Wing
4509,5.0,16.0,7.0,15.0,15.0,6.0,8.0,6.0,6.0,15.0,13.0,16.0,15.0,Baby Mario,Biddybuggy,Off-Road,Super Glider
2122,5.0,16.0,6.0,15.0,17.0,5.0,5.0,7.0,10.0,16.0,14.0,15.0,16.0,Koopa Troopa,Biddybuggy,Sponge,Wario Wing
1094,5.0,18.0,8.0,12.0,18.0,5.0,10.0,6.0,9.0,17.0,16.0,15.0,15.0,Toad,Pipe Frame,Roller,Peach Parasol
1516,5.0,17.0,10.0,12.0,16.0,6.0,10.0,7.0,8.0,16.0,14.0,15.0,14.0,Toadette,Pipe Frame,Standard,Cloud Glider
2127,5.0,16.0,5.0,16.0,16.0,6.0,11.0,6.0,9.0,16.0,17.0,13.0,16.0,Koopa Troopa,Landship,Standard,Peach Parasol
1396,5.0,17.0,8.0,13.0,17.0,6.0,9.0,9.0,11.0,16.0,15.0,15.0,16.0,Toad,Standard Bike,Roller,Peach Parasol
1636,5.0,16.0,10.0,9.0,16.0,7.0,8.0,8.0,11.0,15.0,12.0,15.0,14.0,Toadette,Cat Cruiser,Button,Super Glider
4481,5.0,13.0,7.0,11.0,15.0,8.0,8.0,8.0,9.0,15.0,15.0,13.0,16.0,Baby Mario,Prancer,Standard,Peach Parasol
4494,5.0,16.0,7.0,16.0,17.0,4.0,6.0,7.0,5.0,14.0,13.0,14.0,15.0,Baby Mario,Biddybuggy,Monster,Cloud Glider
4639,5.0,13.0,10.0,15.0,14.0,7.0,9.0,7.0,6.0,15.0,13.0,16.0,17.0,Baby Peach,Standard Kart,Off-Road,Cloud Glider
1571,5.0,15.0,8.0,10.0,16.0,7.0,9.0,11.0,10.0,13.0,12.0,16.0,13.0,Toadette,Mach 8,Button,Cloud Glider
2157,5.0,13.0,3.0,10.0,15.0,8.0,9.0,6.0,11.0,16.0,14.0,16.0,15.0,Koopa Troopa,Sneeker,Roller,Super Glider
4541,5.0,15.0,8.0,15.0,15.0,7.0,8.0,8.0,10.0,16.0,14.0,16.0,15.0,Baby Mario,Standard Bike,Standard,Super Glider
1205,5.0,16.0,9.0,11.0,17.0,7.0,9.0,10.0,11.0,15.0,12.0,15.0,15.0,Toad,Cat Cruiser,Button,Cloud Glider
4491,5.0,17.0,7.0,13.0,17.0,5.0,6.0,7.0,8.0,17.0,16.0,16.0,16.0,Baby Mario,Biddybuggy,Standard,Wario Wing
1557,5.0,16.0,7.0,11.0,17.0,6.0,10.0,9.0,11.0,14.0,13.0,16.0,15.0,Toadette,Mach 8,Roller,Cloud Glider
4544,5.0,16.0,9.0,14.0,16.0,6.0,7.0,9.0,9.0,16.0,15.0,15.0,16.0,Baby Mario,Standard Bike,Standard,Peach Parasol
2169,5.0,15.0,7.0,16.0,15.0,7.0,9.0,10.0,10.0,16.0,14.0,16.0,16.0,Koopa Troopa,Standard Bike,Standard,Cloud Glider
2152,5.0,15.0,5.0,17.0,16.0,6.0,9.0,5.0,11.0,15.0,15.0,12.0,15.0,Koopa Troopa,Landship,Sponge,Wario Wing
1547,5.0,17.0,11.0,12.0,17.0,5.0,7.0,6.0,9.0,15.0,13.0,13.0,14.0,Toadette,Pipe Frame,Sponge,Peach Parasol
2139,5.0,14.0,7.0,12.0,15.0,7.0,10.0,8.0,8.0,17.0,18.0,13.0,17.0,Koopa Troopa,Landship,Slim,Peach Parasol
4553,5.0,13.0,10.0,11.0,14.0,8.0,7.0,10.0,9.0,17.0,15.0,16.0,16.0,Baby Mario,Standard Bike,Slim,Super Glider
1193,5.0,17.0,8.0,12.0,18.0,6.0,10.0,8.0,12.0,16.0,13.0,15.0,17.0,Toad,Cat Cruiser,Roller,Cloud Glider
2147,5.0,15.0,5.0,18.0,14.0,7.0,13.0,6.0,7.0,14.0,14.0,13.0,15.0,Koopa Troopa,Landship,Off-Road,Cloud Glider
1544,5.0,16.0,10.0,13.0,16.0,6.0,8.0,5.0,10.0,15.0,12.0,14.0,13.0,Toadette,Pipe Frame,Sponge,Super Glider
4487,5.0,12.0,7.0,12.0,15.0,8.0,6.0,7.0,11.0,14.0,13.0,12.0,15.0,Baby Mario,Prancer,Sponge,Wario Wing
4648,5.0,15.0,10.0,14.0,16.0,5.0,7.0,5.0,7.0,19.0,18.0,17.0,16.0,Baby Peach,Pipe Frame,Standard,Wario Wing
