Coord1,Coord2,Coord3,Ind,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Off-road Traction,Weight,Air Speed,11,20.0,,,7.0,,,,,15.0,,,,
Off-road Traction,Weight,Air Speed,3,17.0,,,9.0,,,,,19.0,,,,
Off-road Traction,Weight,Air Speed,9,16.0,,,10.0,,,,,20.0,,,,
Off-road Traction,Weight,Air Speed,5,19.0,,,11.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,8,15.0,,,11.0,,,,,20.0,,,,
Off-road Traction,Weight,Air Speed,18,14.0,,,12.0,,,,,20.0,,,,
Off-road Traction,Weight,Air Speed,4,18.0,,,12.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,10,20.0,,,12.0,,,,,14.0,,,,
Off-road Traction,Weight,Air Speed,12,17.0,,,12.0,,,,,18.0,,,,
Off-road Traction,Weight,Air Speed,25,20.0,,,13.0,,,,,12.0,,,,
Off-road Traction,Weight,Air Speed,17,17.0,,,13.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,16,16.0,,,13.0,,,,,19.0,,,,
Off-road Traction,Weight,Air Speed,14,19.0,,,14.0,,,,,16.0,,,,
Off-road Traction,Weight,Air Speed,29,16.0,,,14.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,15,15.0,,,14.0,,,,,19.0,,,,
Off-road Traction,Weight,Air Speed,28,15.0,,,15.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,13,18.0,,,15.0,,,,,16.0,,,,
Off-road Traction,Weight,Air Speed,20,14.0,,,15.0,,,,,19.0,,,,
Off-road Traction,Weight,Air Speed,27,19.0,,,15.0,,,,,14.0,,,,
Off-road Traction,Weight,Air Speed,19,17.0,,,16.0,,,,,16.0,,,,
Off-road Traction,Weight,Air Speed,24,13.0,,,16.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,26,18.0,,,16.0,,,,,14.0,,,,
Off-road Traction,Weight,Air Speed,22,16.0,,,17.0,,,,,14.0,,,,
Off-road Traction,Weight,Air Speed,23,12.0,,,17.0,,,,,17.0,,,,
Off-road Traction,Weight,Air Speed,21,15.0,,,18.0,,,,,14.0,,,,
Off-road Traction,Weight,Air Speed,2,7.0,,,19.0,,,,,12.0,,,,
Off-road Traction,Weight,Air Speed,0,11.0,,,19.0,,,,,10.0,,,,
Off-road Traction,Weight,Air Speed,1,10.0,,,20.0,,,,,9.0,,,,
Off-road Traction,Weight,Ground Handling,26,20.0,,,6.0,,,,,,7.0,,,
Off-road Traction,Weight,Ground Handling,24,15.0,,,6.0,,,,,,13.0,,,
Off-road Traction,Weight,Ground Handling,23,14.0,,,7.0,,,,,,13.0,,,
Off-road Traction,Weight,Ground Handling,28,20.0,,,8.0,,,,,,6.0,,,
Off-road Traction,Weight,Ground Handling,36,17.0,,,9.0,,,,,,12.0,,,
Off-road Traction,Weight,Ground Handling,7,13.0,,,9.0,,,,,,14.0,,,
Off-road Traction,Weight,Ground Handling,35,16.0,,,10.0,,,,,,12.0,,,
Off-road Traction,Weight,Ground Handling,44,5.0,,,10.0,,,,,,20.0,,,
Off-road Traction,Weight,Ground Handling,38,19.0,,,10.0,,,,,,10.0,,,
Off-road Traction,Weight,Ground Handling,37,18.0,,,11.0,,,,,,10.0,,,
Off-road Traction,Weight,Ground Handling,25,20.0,,,11.0,,,,,,5.0,,,
Off-road Traction,Weight,Ground Handling,43,4.0,,,11.0,,,,,,20.0,,,
Off-road Traction,Weight,Ground Handling,11,10.0,,,12.0,,,,,,16.0,,,
Off-road Traction,Weight,Ground Handling,34,15.0,,,12.0,,,,,,12.0,,,
Off-road Traction,Weight,Ground Handling,42,3.0,,,13.0,,,,,,20.0,,,
Off-road Traction,Weight,Ground Handling,4,13.0,,,13.0,,,,,,13.0,,,
Off-road Traction,Weight,Ground Handling,33,14.0,,,13.0,,,,,,12.0,,,
Off-road Traction,Weight,Ground Handling,30,17.0,,,13.0,,,,,,11.0,,,
Off-road Traction,Weight,Ground Handling,27,20.0,,,13.0,,,,,,4.0,,,
Off-road Traction,Weight,Ground Handling,52,7.0,,,13.0,,,,,,19.0,,,
Off-road Traction,Weight,Ground Handling,12,12.0,,,13.0,,,,,,14.0,,,
Off-road Traction,Weight,Ground Handling,41,2.0,,,14.0,,,,,,20.0,,,
Off-road Traction,Weight,Ground Handling,51,6.0,,,14.0,,,,,,19.0,,,
Off-road Traction,Weight,Ground Handling,29,16.0,,,14.0,,,,,,11.0,,,
Off-road Traction,Weight,Ground Handling,54,9.0,,,14.0,,,,,,17.0,,,
Off-road Traction,Weight,Ground Handling,40,18.0,,,14.0,,,,,,9.0,,,
Off-road Traction,Weight,Ground Handling,0,13.0,,,14.0,,,,,,12.0,,,
Off-road Traction,Weight,Ground Handling,3,12.0,,,14.0,,,,,,13.0,,,
Off-road Traction,Weight,Ground Handling,17,11.0,,,14.0,,,,,,15.0,,,
Off-road Traction,Weight,Ground Handling,6,15.0,,,15.0,,,,,,10.0,,,
Off-road Traction,Weight,Ground Handling,20,14.0,,,15.0,,,,,,11.0,,,
Off-road Traction,Weight,Ground Handling,39,17.0,,,15.0,,,,,,9.0,,,
Off-road Traction,Weight,Ground Handling,32,19.0,,,15.0,,,,,,8.0,,,
Off-road Traction,Weight,Ground Handling,53,8.0,,,15.0,,,,,,17.0,,,
Off-road Traction,Weight,Ground Handling,50,5.0,,,16.0,,,,,,19.0,,,
Off-road Traction,Weight,Ground Handling,5,14.0,,,16.0,,,,,,10.0,,,
Off-road Traction,Weight,Ground Handling,9,10.0,,,16.0,,,,,,15.0,,,
Off-road Traction,Weight,Ground Handling,31,18.0,,,16.0,,,,,,8.0,,,
Off-road Traction,Weight,Ground Handling,19,13.0,,,16.0,,,,,,11.0,,,
Off-road Traction,Weight,Ground Handling,2,15.0,,,16.0,,,,,,9.0,,,
Off-road Traction,Weight,Ground Handling,14,9.0,,,17.0,,,,,,16.0,,,
Off-road Traction,Weight,Ground Handling,49,4.0,,,17.0,,,,,,19.0,,,
Off-road Traction,Weight,Ground Handling,22,16.0,,,17.0,,,,,,8.0,,,
Off-road Traction,Weight,Ground Handling,8,13.0,,,17.0,,,,,,10.0,,,
Off-road Traction,Weight,Ground Handling,1,14.0,,,17.0,,,,,,9.0,,,
Off-road Traction,Weight,Ground Handling,46,7.0,,,17.0,,,,,,18.0,,,
Off-road Traction,Weight,Ground Handling,21,15.0,,,18.0,,,,,,8.0,,,
Off-road Traction,Weight,Ground Handling,10,12.0,,,18.0,,,,,,12.0,,,
Off-road Traction,Weight,Ground Handling,13,8.0,,,18.0,,,,,,16.0,,,
Off-road Traction,Weight,Ground Handling,18,10.0,,,18.0,,,,,,14.0,,,
Off-road Traction,Weight,Ground Handling,45,6.0,,,18.0,,,,,,18.0,,,
Off-road Traction,Weight,Ground Handling,48,9.0,,,19.0,,,,,,15.0,,,
Off-road Traction,Weight,Ground Handling,16,11.0,,,19.0,,,,,,13.0,,,
Off-road Traction,Weight,Ground Handling,55,7.0,,,19.0,,,,,,16.0,,,
Off-road Traction,Weight,Ground Handling,56,5.0,,,19.0,,,,,,17.0,,,
Off-road Traction,Weight,Ground Handling,47,8.0,,,20.0,,,,,,15.0,,,
Off-road Traction,Weight,Ground Handling,15,10.0,,,20.0,,,,,,13.0,,,
Off-road Traction,Weight,Water Handling,4,14.0,,,5.0,,,,,,,15.0,,
Off-road Traction,Weight,Water Handling,23,18.0,,,5.0,,,,,,,13.0,,
Off-road Traction,Weight,Water Handling,24,20.0,,,6.0,,,,,,,11.0,,
Off-road Traction,Weight,Water Handling,22,16.0,,,8.0,,,,,,,13.0,,
Off-road Traction,Weight,Water Handling,10,11.0,,,8.0,,,,,,,17.0,,
Off-road Traction,Weight,Water Handling,20,18.0,,,9.0,,,,,,,12.0,,
Off-road Traction,Weight,Water Handling,2,14.0,,,9.0,,,,,,,14.0,,
Off-road Traction,Weight,Water Handling,34,8.0,,,9.0,,,,,,,20.0,,
Off-road Traction,Weight,Water Handling,11,13.0,,,9.0,,,,,,,15.0,,
Off-road Traction,Weight,Water Handling,35,10.0,,,10.0,,,,,,,18.0,,
Off-road Traction,Weight,Water Handling,15,12.0,,,10.0,,,,,,,16.0,,
Off-road Traction,Weight,Water Handling,0,14.0,,,10.0,,,,,,,13.0,,
Off-road Traction,Weight,Water Handling,3,16.0,,,11.0,,,,,,,12.0,,
Off-road Traction,Weight,Water Handling,21,20.0,,,11.0,,,,,,,10.0,,
Off-road Traction,Weight,Water Handling,8,11.0,,,12.0,,,,,,,16.0,,
Off-road Traction,Weight,Water Handling,33,6.0,,,12.0,,,,,,,20.0,,
Off-road Traction,Weight,Water Handling,30,15.0,,,12.0,,,,,,,12.0,,
Off-road Traction,Weight,Water Handling,31,8.0,,,13.0,,,,,,,19.0,,
Off-road Traction,Weight,Water Handling,25,20.0,,,13.0,,,,,,,6.0,,
Off-road Traction,Weight,Water Handling,6,14.0,,,13.0,,,,,,,12.0,,
Off-road Traction,Weight,Water Handling,27,17.0,,,13.0,,,,,,,11.0,,
Off-road Traction,Weight,Water Handling,9,13.0,,,14.0,,,,,,,14.0,,
Off-road Traction,Weight,Water Handling,26,16.0,,,14.0,,,,,,,10.0,,
Off-road Traction,Weight,Water Handling,5,15.0,,,15.0,,,,,,,11.0,,
Off-road Traction,Weight,Water Handling,14,12.0,,,15.0,,,,,,,15.0,,
Off-road Traction,Weight,Water Handling,37,2.0,,,15.0,,,,,,,20.0,,
Off-road Traction,Weight,Water Handling,32,10.0,,,15.0,,,,,,,17.0,,
Off-road Traction,Weight,Water Handling,29,19.0,,,15.0,,,,,,,9.0,,
Off-road Traction,Weight,Water Handling,1,15.0,,,16.0,,,,,,,10.0,,
Off-road Traction,Weight,Water Handling,12,10.0,,,16.0,,,,,,,15.0,,
Off-road Traction,Weight,Water Handling,28,18.0,,,16.0,,,,,,,8.0,,
Off-road Traction,Weight,Water Handling,41,5.0,,,16.0,,,,,,,19.0,,
Off-road Traction,Weight,Water Handling,7,13.0,,,17.0,,,,,,,11.0,,
Off-road Traction,Weight,Water Handling,19,16.0,,,17.0,,,,,,,9.0,,
Off-road Traction,Weight,Water Handling,38,7.0,,,17.0,,,,,,,18.0,,
Off-road Traction,Weight,Water Handling,18,15.0,,,18.0,,,,,,,8.0,,
Off-road Traction,Weight,Water Handling,36,6.0,,,18.0,,,,,,,17.0,,
Off-road Traction,Weight,Water Handling,13,12.0,,,18.0,,,,,,,13.0,,
Off-road Traction,Weight,Water Handling,40,9.0,,,19.0,,,,,,,16.0,,
Off-road Traction,Weight,Water Handling,17,11.0,,,19.0,,,,,,,14.0,,
Off-road Traction,Weight,Water Handling,16,10.0,,,20.0,,,,,,,13.0,,
Off-road Traction,Weight,Water Handling,39,8.0,,,20.0,,,,,,,15.0,,
Off-road Traction,Weight,Anti-gravity Handling,23,19.0,,,7.0,,,,,,,,8.0,
Off-road Traction,Weight,Anti-gravity Handling,27,20.0,,,8.0,,,,,,,,5.0,
Off-road Traction,Weight,Anti-gravity Handling,22,14.0,,,10.0,,,,,,,,12.0,
Off-road Traction,Weight,Anti-gravity Handling,25,18.0,,,11.0,,,,,,,,9.0,
Off-road Traction,Weight,Anti-gravity Handling,1,12.0,,,11.0,,,,,,,,13.0,
Off-road Traction,Weight,Anti-gravity Handling,20,16.0,,,11.0,,,,,,,,11.0,
Off-road Traction,Weight,Anti-gravity Handling,24,17.0,,,12.0,,,,,,,,10.0,
Off-road Traction,Weight,Anti-gravity Handling,21,19.0,,,12.0,,,,,,,,7.0,
Off-road Traction,Weight,Anti-gravity Handling,2,13.0,,,12.0,,,,,,,,12.0,
Off-road Traction,Weight,Anti-gravity Handling,26,20.0,,,13.0,,,,,,,,4.0,
Off-road Traction,Weight,Anti-gravity Handling,31,14.0,,,13.0,,,,,,,,11.0,
Off-road Traction,Weight,Anti-gravity Handling,35,4.0,,,14.0,,,,,,,,19.0,
Off-road Traction,Weight,Anti-gravity Handling,3,12.0,,,14.0,,,,,,,,12.0,
Off-road Traction,Weight,Anti-gravity Handling,6,11.0,,,14.0,,,,,,,,13.0,
Off-road Traction,Weight,Anti-gravity Handling,33,18.0,,,14.0,,,,,,,,8.0,
Off-road Traction,Weight,Anti-gravity Handling,38,1.0,,,14.0,,,,,,,,20.0,
Off-road Traction,Weight,Anti-gravity Handling,28,16.0,,,14.0,,,,,,,,10.0,
Off-road Traction,Weight,Anti-gravity Handling,37,3.0,,,15.0,,,,,,,,19.0,
Off-road Traction,Weight,Anti-gravity Handling,4,13.0,,,15.0,,,,,,,,11.0,
Off-road Traction,Weight,Anti-gravity Handling,30,19.0,,,15.0,,,,,,,,6.0,
Off-road Traction,Weight,Anti-gravity Handling,32,17.0,,,15.0,,,,,,,,9.0,
Off-road Traction,Weight,Anti-gravity Handling,11,8.0,,,15.0,,,,,,,,16.0,
Off-road Traction,Weight,Anti-gravity Handling,5,10.0,,,15.0,,,,,,,,14.0,
Off-road Traction,Weight,Anti-gravity Handling,34,6.0,,,15.0,,,,,,,,18.0,
Off-road Traction,Weight,Anti-gravity Handling,29,18.0,,,16.0,,,,,,,,7.0,
Off-road Traction,Weight,Anti-gravity Handling,36,7.0,,,16.0,,,,,,,,17.0,
Off-road Traction,Weight,Anti-gravity Handling,0,13.0,,,16.0,,,,,,,,10.0,
Off-road Traction,Weight,Anti-gravity Handling,19,15.0,,,16.0,,,,,,,,8.0,
Off-road Traction,Weight,Anti-gravity Handling,12,9.0,,,16.0,,,,,,,,15.0,
Off-road Traction,Weight,Anti-gravity Handling,18,14.0,,,17.0,,,,,,,,9.0,
Off-road Traction,Weight,Anti-gravity Handling,17,16.0,,,17.0,,,,,,,,6.0,
Off-road Traction,Weight,Anti-gravity Handling,10,11.0,,,17.0,,,,,,,,12.0,
Off-road Traction,Weight,Anti-gravity Handling,41,4.0,,,17.0,,,,,,,,18.0,
Off-road Traction,Weight,Anti-gravity Handling,16,15.0,,,18.0,,,,,,,,7.0,
Off-road Traction,Weight,Anti-gravity Handling,13,8.0,,,18.0,,,,,,,,15.0,
Off-road Traction,Weight,Anti-gravity Handling,9,10.0,,,18.0,,,,,,,,13.0,
Off-road Traction,Weight,Anti-gravity Handling,8,12.0,,,18.0,,,,,,,,10.0,
Off-road Traction,Weight,Anti-gravity Handling,39,6.0,,,18.0,,,,,,,,17.0,
Off-road Traction,Weight,Anti-gravity Handling,15,9.0,,,19.0,,,,,,,,14.0,
Off-road Traction,Weight,Anti-gravity Handling,7,11.0,,,19.0,,,,,,,,11.0,
Off-road Traction,Weight,Anti-gravity Handling,42,7.0,,,19.0,,,,,,,,16.0,
Off-road Traction,Weight,Anti-gravity Handling,14,10.0,,,20.0,,,,,,,,12.0,
Off-road Traction,Weight,Anti-gravity Handling,40,8.0,,,20.0,,,,,,,,14.0,
Off-road Traction,Weight,Air Handling,2,11.0,,,5.0,,,,,,,,,15.0
Off-road Traction,Weight,Air Handling,24,15.0,,,5.0,,,,,,,,,13.0
Off-road Traction,Weight,Air Handling,23,14.0,,,6.0,,,,,,,,,13.0
Off-road Traction,Weight,Air Handling,35,16.0,,,9.0,,,,,,,,,12.0
Off-road Traction,Weight,Air Handling,34,17.0,,,9.0,,,,,,,,,11.0
Off-road Traction,Weight,Air Handling,7,13.0,,,9.0,,,,,,,,,13.0
Off-road Traction,Weight,Air Handling,8,12.0,,,9.0,,,,,,,,,14.0
Off-road Traction,Weight,Air Handling,41,5.0,,,9.0,,,,,,,,,20.0
Off-road Traction,Weight,Air Handling,40,4.0,,,10.0,,,,,,,,,20.0
Off-road Traction,Weight,Air Handling,33,15.0,,,10.0,,,,,,,,,12.0
Off-road Traction,Weight,Air Handling,6,11.0,,,10.0,,,,,,,,,14.0
Off-road Traction,Weight,Air Handling,22,20.0,,,11.0,,,,,,,,,6.0
Off-road Traction,Weight,Air Handling,39,3.0,,,12.0,,,,,,,,,20.0
Off-road Traction,Weight,Air Handling,11,10.0,,,12.0,,,,,,,,,15.0
Off-road Traction,Weight,Air Handling,32,14.0,,,12.0,,,,,,,,,12.0
Off-road Traction,Weight,Air Handling,27,16.0,,,13.0,,,,,,,,,11.0
Off-road Traction,Weight,Air Handling,16,9.0,,,13.0,,,,,,,,,16.0
Off-road Traction,Weight,Air Handling,17,8.0,,,13.0,,,,,,,,,17.0
Off-road Traction,Weight,Air Handling,25,20.0,,,13.0,,,,,,,,,5.0
Off-road Traction,Weight,Air Handling,53,6.0,,,13.0,,,,,,,,,19.0
Off-road Traction,Weight,Air Handling,3,12.0,,,13.0,,,,,,,,,13.0
Off-road Traction,Weight,Air Handling,52,7.0,,,13.0,,,,,,,,,18.0
Off-road Traction,Weight,Air Handling,38,2.0,,,13.0,,,,,,,,,20.0
Off-road Traction,Weight,Air Handling,26,15.0,,,14.0,,,,,,,,,11.0
Off-road Traction,Weight,Air Handling,42,0.0,,,14.0,,,,,,,,,20.0
Off-road Traction,Weight,Air Handling,51,5.0,,,14.0,,,,,,,,,19.0
Off-road Traction,Weight,Air Handling,9,13.0,,,14.0,,,,,,,,,12.0
Off-road Traction,Weight,Air Handling,37,17.0,,,14.0,,,,,,,,,10.0
Off-road Traction,Weight,Air Handling,30,19.0,,,15.0,,,,,,,,,8.0
Off-road Traction,Weight,Air Handling,31,18.0,,,15.0,,,,,,,,,9.0
Off-road Traction,Weight,Air Handling,5,14.0,,,15.0,,,,,,,,,11.0
Off-road Traction,Weight,Air Handling,36,16.0,,,15.0,,,,,,,,,10.0
Off-road Traction,Weight,Air Handling,50,4.0,,,16.0,,,,,,,,,19.0
Off-road Traction,Weight,Air Handling,29,17.0,,,16.0,,,,,,,,,9.0
Off-road Traction,Weight,Air Handling,4,13.0,,,16.0,,,,,,,,,11.0
Off-road Traction,Weight,Air Handling,1,14.0,,,16.0,,,,,,,,,10.0
Off-road Traction,Weight,Air Handling,28,18.0,,,16.0,,,,,,,,,8.0
Off-road Traction,Weight,Air Handling,44,6.0,,,17.0,,,,,,,,,18.0
Off-road Traction,Weight,Air Handling,49,3.0,,,17.0,,,,,,,,,19.0
Off-road Traction,Weight,Air Handling,0,13.0,,,17.0,,,,,,,,,10.0
Off-road Traction,Weight,Air Handling,21,15.0,,,17.0,,,,,,,,,9.0
Off-road Traction,Weight,Air Handling,20,16.0,,,17.0,,,,,,,,,8.0
Off-road Traction,Weight,Air Handling,19,14.0,,,18.0,,,,,,,,,9.0
Off-road Traction,Weight,Air Handling,43,5.0,,,18.0,,,,,,,,,18.0
Off-road Traction,Weight,Air Handling,18,15.0,,,18.0,,,,,,,,,8.0
Off-road Traction,Weight,Air Handling,10,12.0,,,18.0,,,,,,,,,12.0
Off-road Traction,Weight,Air Handling,55,7.0,,,18.0,,,,,,,,,17.0
Off-road Traction,Weight,Air Handling,54,6.0,,,19.0,,,,,,,,,17.0
Off-road Traction,Weight,Air Handling,14,11.0,,,19.0,,,,,,,,,13.0
Off-road Traction,Weight,Air Handling,48,8.0,,,19.0,,,,,,,,,16.0
Off-road Traction,Weight,Air Handling,47,9.0,,,19.0,,,,,,,,,15.0
Off-road Traction,Weight,Air Handling,15,10.0,,,19.0,,,,,,,,,14.0
Off-road Traction,Weight,Air Handling,56,4.0,,,19.0,,,,,,,,,18.0
Off-road Traction,Weight,Air Handling,13,9.0,,,20.0,,,,,,,,,14.0
Off-road Traction,Weight,Air Handling,12,10.0,,,20.0,,,,,,,,,13.0
Off-road Traction,Weight,Air Handling,46,7.0,,,20.0,,,,,,,,,16.0
Off-road Traction,Weight,Air Handling,45,8.0,,,20.0,,,,,,,,,15.0
Off-road Traction,Acceleration,Weight,88,6.0,18.0,,9.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,64,11.0,16.0,,9.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,53,12.0,15.0,,9.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,63,10.0,16.0,,10.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,60,13.0,14.0,,10.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,31,3.0,20.0,,10.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,0,7.0,17.0,,10.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,59,12.0,14.0,,11.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,57,18.0,9.0,,11.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,56,20.0,5.0,,11.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,66,14.0,13.0,,11.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,42,8.0,16.0,,11.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,74,11.0,15.0,,11.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,7,5.0,18.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,55,18.0,8.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,54,19.0,7.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,52,16.0,11.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,51,17.0,10.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,65,13.0,13.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,67,11.0,14.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,73,10.0,15.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,62,15.0,12.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,13,4.0,19.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,85,2.0,20.0,,12.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,58,20.0,4.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,9,6.0,17.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,77,17.0,9.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,12,3.0,19.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,84,1.0,20.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,68,12.0,13.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,61,14.0,12.0,,13.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,83,17.0,8.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,15,7.0,16.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,71,16.0,10.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,72,15.0,11.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,75,13.0,12.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,76,11.0,13.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,8,5.0,17.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,23,4.0,18.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,32,2.0,19.0,,14.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,14,6.0,16.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,11,8.0,15.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,2,11.0,12.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,16,4.0,17.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,6,9.0,14.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,22,3.0,18.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,5,10.0,13.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,82,16.0,8.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,81,18.0,7.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,80,19.0,6.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,86,1.0,19.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,70,14.0,11.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,69,15.0,10.0,,15.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,36,2.0,18.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,33,3.0,17.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,4,14.0,8.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,45,13.0,10.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,78,18.0,6.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,10,7.0,15.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,79,17.0,7.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,17,5.0,16.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,1,10.0,12.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,46,12.0,11.0,,16.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,44,11.0,11.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,50,15.0,7.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,49,16.0,6.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,87,2.0,17.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,43,12.0,10.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,20,9.0,13.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,21,8.0,14.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,24,6.0,15.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,25,4.0,16.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,3,13.0,8.0,,17.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,18,8.0,13.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,19,7.0,14.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,28,12.0,9.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,29,11.0,10.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,30,9.0,11.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,37,5.0,15.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,38,3.0,16.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,48,14.0,7.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,47,15.0,6.0,,18.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,35,6.0,14.0,,19.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,27,10.0,10.0,,19.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,26,11.0,9.0,,19.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,41,8.0,11.0,,19.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,34,7.0,13.0,,19.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,39,10.0,9.0,,20.0,,,,,,,,,
Off-road Traction,Acceleration,Weight,40,9.0,10.0,,20.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,5,,10.0,20.0,4.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,1,,14.0,16.0,7.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,0,,15.0,15.0,8.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,7,,16.0,13.0,8.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,9,,7.0,20.0,8.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,6,,11.0,19.0,9.0,,,,,,,,,
Off-road Traction,Acceleration,On-road Traction,80,,17.0,12.0,9.0,,,,,,,,,
